uid,title,description,accrualPeriodicity,keywords,purpose,url,distributionFormat,publisherName,publisherId,contactPointName,contactPointEmail
dc5b21ba-8d5c-4f49-a8a7-88a90020480d,"Перелік перевізників, що надають транспортні послуги з перевезення пасажирів міським електричним та автомобільним транспортом, зокрема маршрути перевезень","Набір містить дані про суб'єктів господарювання, що надають послуги пасажирського автомобільного транспорту (ресурс agency). Дані про маршрути громадського транспорту, у тому числі геопросторові, оприлюднено у наборі даних «Розклад руху міського електричного та автомобільного транспорту»: https://data.gov.ua/dataset/96128887-4f36-4c19-a96e-5d4765fade16",Щороку,"маршрут, перевізники, транспорт","Закон України «Про місцеве самоврядування в Україні», постанова Кабінету Міністрів України від 03 грудня 2008 року № 1081 «Про затвердження Порядку проведення конкурсу з перевезення пасажирів на автобусному маршруті загального користування», постанова Кабінету Міністрів України від 18 лютого 1997 року № 176 «Про затвердження Правил надання послуг пасажирського автомобільного транспорту»",https://data.kyivcity.gov.ua/dataset/perelik-pereviznykiv-shcho-nadaiut-transportni-posluhy-z-perevezennia-pasazhyriv-misky-dep-transport,CSV,Київська міська державна адміністрація,00022527,Кравчук Олександра Вікторівна,oleksandra.kravchuk@kyivcity.gov.ua
3870075f-4f65-4656-a125-4648ae220c3d,Дані про місце розміщення зупинок міського електричного та автомобільного транспорту,"Набір містить кінцеві точки API з ідентифікаційними даними зупинок електричного та автомобільного громадського транспорту, у тому числі дані про станції та виходи Київського метрополітену, фунікулеру, Київської кільцевої електрички.",Більш як один раз на день,"зупинка, маршрут, перевізники, станція, транспорт","Закон України «Про місцеве самоврядування в Україні», наказ Міністерства транспорту та зв'язку України від 07 травня 2010 року № 278 «Про затвердження Порядку розроблення та затвердження паспорта автобусного маршруту», наказ Міністерства фінансів України від 27 квітня 2000 № 92 «Про затвердження Положення (стандарту) бухгалтерського обліку 7 «Основні засоби».",https://data.kyivcity.gov.ua/dataset/dani-pro-mistse-rozmishchennia-zupynok-miskoho-elektrychnoho-ta-avtomobilnoho-transpor-dep-transport,"JSON, GeoJSON, API",Київська міська державна адміністрація,00022527,Кравчук Олександра Вікторівна,oleksandra.kravchuk@kyivcity.gov.ua
ff4879f5-1fdb-48f5-83e6-1282fb0363db,Інформація про структуру (організаційну структуру) розпорядника інформації,Набір містить інформацію про організаційну структуру структурних підрозділів виконавчого органу Київської міської ради (Київської міської державної адміністрації) відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність».,Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-rozporiadnyka-informatsii-aparat,CSV,Київська міська державна адміністрація,00022527,Відділ оприлюднення інформації,data@kyivcity.gov.ua
34b1729a-56c2-410a-b55a-4c93e1b88f5c,"Відомості про ярмарки (строк проведення, місце, кількість та вартість місць), організаторів ярмарків, договори, укладені з організаторами таких ярмарків","Набір даних містить кінцеві точки API для отримання інформації про ярмарки, які заплановані, проводилися або були скасовані в Києві. Дані включають адреси, райони, організаторів ярмарків, типи зон та підгрупи товарів, що представлені на ярмарках. Набір даних також містить інформацію про тарифи на місця та статус проведення ярмарків. Набір містить такі ресурси: scheduledFairVenues – інформація про зони запланованих ярмарків; scheduledProductSubgroups – підгрупи товарів на запланованих ярмарках; conductedFairVenues – інформація про зони проведених ярмарків; conductedProductSubgroups – підгрупи товарів на проведених ярмарках; cancelledFairVenues – інформація про зони скасованих ярмарків; cancelledProductSubgroups – підгрупи товарів на скасованих ярмарках. Дані оприлюднені з ІАС «Майно» та надаються в форматі GeoJSON.",Більш як один раз на день,"зона, зони, підгрупи, товари, торгівля, ярмарки","Закон України «Про місцеве самоврядування в Україні», постанова Кабінету Міністрів України від 22 серпня 2007 року № 1065 «Про вдосконалення виставково-ярмаркової діяльності в Україні» (Офіційний вісник України, 2007 р., № 65, ст. 2517), постанова Кабінету Міністрів України від 15 червня 2006 року № 833 «Про затвердження Порядку провадження торговельної діяльності та правил торговельного обслуговування на ринку споживчих товарів» (Офіційний вісник України, 2006 р., № 25, ст. 1818)",https://data.kyivcity.gov.ua/dataset/vidomosti-pro-iarmarky-strok-provedennia-mistse-kilkist-ta-vartist-mists-orhanizatoriv--dep-industry,"GeoJSON, API",Київська міська державна адміністрація,00022527,Цуканова Вероніка Олександрівна,veronika.tsukanova@kyivcity.gov.ua
1c960324-42e4-4325-bedc-66e87a642d37,Дані про доступність будівель для осіб з інвалідністю та інших маломобільних груп населення,"Набір даних містить кінцеві точки API (посилання) для отримання інформації про доступність будівель та установ для осіб з інвалідністю та інших маломобільних груп населення. Для кожного об'єкту вказано назву, контактні дані, адресу, район, а також наявність елементів доступності, таких як пандуси, підйомники, тактильні й кольорові покажчики, світлові сигнали, адаптовані вбиральні, дитячі кімнати, WiFi, спеціальні місця для паркування тощо. Ресурси сформовані за категоріями об'єктів: serviceProvidersAccessibility – категорія «Сервіси». Інформація про доступність закладів, що надають послуги населенню; sheltersAccessibility – категорія «Безпека». Інформація про доступність укриттів; healthcareInstitutionsAccessibility – категорія «Здоров'я». Інформація про доступність закладів охорони здоров'я; educationalInstitutionsAccessibility – категорія «Освіта». Інформація про доступність закладів освіти; entertainmentFacilitiesAccessibility – категорія «Дозвілля». Інформація про доступність закладів проведення дозвілля; infrastructureAccessibility – категорія «Інфраструктура». Інформація про доступність інфраструктури. Дані оприлюднені з ІАС «Майно» та надаються у форматі GeoJSON. На основі даних функціонує Мапа доступності в застосунку Київ Цифровий.",Більш як один раз на день,"будівлі, доступність, пандуси, підйомники, споруди, інклюзивність, інфраструктура","Закон України «Про регулювання містобудівної діяльності», Закон України «Про благоустрій населених пунктів», Закон України «Про основи соціальної захищеності осіб з інвалідністю в Україні»",https://data.kyivcity.gov.ua/dataset/dani-pro-dostupnist-budivel-dlia-osib-z-invalidnistiu-ta-inshykh-malomobil-dep-social-veteran-policy,"GeoJSON, API",Київська міська державна адміністрація,00022527,Махно Дмитро Володимирович,dmytro.makhno@kyivcity.gov.ua
7b958c05-43ba-4ae5-b541-01904d658030,Розклад руху міського електричного та автомобільного транспорту,"Набір містить дані про суб'єктів господарювання, що надають послуги пасажирського автомобільного транспорту, дані про маршрути громадського транспорту та кінцеві точки API для отримання даних про міський електричний та автомобільний транспорт. Набір містить такі ресурси: GTFSStatic – кінцева точка API (посилання) для отримання даних про розклад руху міського електричного та автомобільного транспорту КП «Київпастранс» у стандарті GTFS Static; stopsInterchangeKyivCityExpress – кінцева точка API (посилання) для отримання даних про зупинки/станції, пересадки Київської кільцевої електрички; stopsKyivCityExpress – кінцева точка API (посилання) для отримання даних про унікальні ідентифікатори, коди та назви станцій (платформ) Київської міської електрички; routeTaxi – кінцева точка API (посилання) для отримання даних про геометрію, ідентифікатори зупинки початку/кінця сегменту маршруту, напрямок руху по автобусних маршрутах регулярних перевезень, які працюють в режимі маршрутного таксі; routes – таблиця містить назву, опис, тип транспортних засобів, а також ідентифікатори перевізників, що обслуговують автобусні маршрути регулярних перевезень; stopTimesKyivCityExpress – кінцева точка API (посилання) для отримання даних про коди та назви станцій (платформ) Київської міської електрички, назви та напрямки маршрутів, а також час прибуття та відправлення поїздів; kyivCityExpress – кінцева точка API (посилання) для отримання даних про схему Київської кільцевої електрички, зокрема, назви, коди та ідентифікатори зупинок початку та зупинок кінця сегментів маршруту, а також про напрями її маршрутів; stopsInterchangeKyivFunicular – кінцева точка API (посилання) для отримання даних про ідентифікатори, назви, коди станцій Київського фунікулеру та інформацію про зупинки/станції пересадки; timePeriodKyivFunicular – кінцева точка API (посилання) для отримання даних про погодинні інтервали руху Київського фунікулера в робочі та вихідні дні; stopTimesKyivFunicular – кінцева точка API (посилання) для отримання даних про коди та назви станцій Київського фунікулера, напрямки маршрутів, а також час прибуття та відправлення першого та останнього поїздів; calendarKyivFunicular – кінцева точка API (посилання) для отримання даних про час роботи Київського фунікулера (відкриття та закриття), а також про кількість його вестибюлів; kyivFunicular – кінцева точка API (посилання) для отримання даних про схему Київського фунікулера, зокрема назви, коди та ідентифікатори зупинок початку та зупинок кінця сегментів маршруту, а також про напрями його маршрутів; stopsInterchangeUnderground – кінцева точка API (посилання) для отримання даних про ідентифікатори, назви, коди станцій Київського метрополітену та інформацію про зупинки/станції пересадки; timePeriodUnderground – кінцева точка API (посилання) для отримання даних про погодинні інтервали руху поїздів Київського метрополітену в робочі та вихідні дні; stopTimesUnderground – кінцева точка API (посилання) для отримання даних про коди та назви станцій Київського метрополітену, а також час відправлення першого та останнього поїзда; calendarUnderground – кінцева точка API (посилання) для отримання даних про час роботи Київського метрополітену (відкриття та закриття), а також про кількість його вестибюлів; underground – кінцева точка API (посилання) для отримання даних про схеми руху Київського метрополітену, в тому числі інформацію про ідентифікатори та коди складових сегментів маршруту, назви маршрутів, їх напрямок та порядок слідування; agency – таблиця містить назви, ідентифікатори та контактні дані суб'єктів господарювання, що надають послуги пасажирського автомобільного транспорту у місті Києві.",Більш як один раз на день,"автобус, графік, маршрут, метро, перевізники, транспорт","Наказ Міністерства транспорту та зв'язку України від 07 травня 2010 року № 278 «Про затвердження Порядку розроблення та затвердження паспорта автобусного маршруту», зареєстрований в Міністерстві юстиції України 17 червня 2010 року за № 408/17703, наказ Міністерства інфраструктури України від 15 липня 2013 року № 480 «Про затвердження Порядку організації перевезень пасажирів та багажу автомобільним транспортом», зареєстрований в Міністерстві юстиції України 31 липня 2013 року за № 1282/23814",https://data.kyivcity.gov.ua/dataset/rozklad-rukhu-miskoho-elektrychnoho-ta-avtomobilnoho-transportu-dep-transport,"TXT, CSV, JSON, GeoJSON, API",Київська міська державна адміністрація,00022527,Кравчук Олександра Вікторівна,oleksandra.kravchuk@kyivcity.gov.ua
5bbec735-a634-442a-8e3d-03a75835139e,"Відомості про транспортні засоби, які обслуговують пасажирські автобусні, тролейбусні та трамвайні маршрути перевезення (марка, модель, державний номер, пасажиромісткість)","Набір містить дані про перевізників та транспортні засоби, що обслуговують пасажирські автобусні, тролейбусні та трамвайні маршрути перевезення. Набір даних складається з двох ресурсів: 25383769_vehicles – дані про перевізників та транспортні засоби, що обслуговують автобусні маршрути регулярних перевезень у режимі маршрутного таксі. Ресурс формується на основі даних, які збирає Комунальна служба перевезень; 31725604_vehicles – дані про перевізника (КП «Київпастранс») та номери транспортних засобів, що обслуговують пасажирські автобусні, тролейбусні та трамвайні маршрути.",Щомісяця,"автобус, доступність, марка, модель, перевезення, таксі, транспорт, тролейбус","Закон України «Про місцеве самоврядування в Україні», Закон України «Про автомобільний транспорт», постанова Кабінету Міністрів України від 03 грудня 2008 року № 1081 «Про затвердження Порядку проведення конкурсу з перевезення пасажирів на автобусному маршруті загального користування», постанова Кабінету Міністрів України від 18 лютого 1997 року № 176 «Про затвердження Правил надання послуг пасажирського автомобільного транспорту»",https://data.kyivcity.gov.ua/dataset/vidomosti-pro-transportni-zasoby-iaki-obsluhovuiut-pasazhyrski-avtobusni-troleibusni-t-dep-transport,"JSON, CSV",Київська міська державна адміністрація,00022527,Кравчук Олександра Вікторівна,oleksandra.kravchuk@kyivcity.gov.ua
c1ae308c-281c-4340-b683-f6513c941713,Інформація про організаційну структуру Дарницької районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Дарницької районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Дарницькій районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-darnytskoi-raionnoi-v-misti-kyievi-darnytska-rda,CSV,Київська міська державна адміністрація,00022527,Діденко Віталій Георгійович,vitaly.didenko@kyivcity.gov.ua
28b38d41-9c07-4400-9b65-f8a6ebd8b98c,Інформація про організаційну структуру Голосіївської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Голосіївської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Голосіївській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-holosiivskoi-raionnoi-v-misti-ky-holosiivska-rda,CSV,Київська міська державна адміністрація,00022527,Макаров Олександр Вікторович,oleksandr.makarov@kyivcity.gov.ua
094178ef-619a-4ffc-9a27-5a0eddbf26dd,Інформація про організаційну структуру Деснянської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Деснянської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Деснянській районній в місті Києві державній адміністрації. Перше число в назві ресурсу - є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-desnianskoi-raionnoi-v-misti-kyie-desnianska-rda,CSV,Київська міська державна адміністрація,00022527,Внутрішня політика,vvp_desnrda@kyivcity.gov.ua
9c6d909b-0d91-401c-8d7e-97f0b09906ec,Інформація про організаційну структуру Дніпровської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Дніпровської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Дніпровській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-dniprovskoi-raionnoi-v-misti-kyie-dniprovska-rda,CSV,Київська міська державна адміністрація,00022527,Черевко Наталія Петрівна,nataliia.cherevko@kyivcity.gov.ua
8a74567d-3eb2-4ea1-9749-a58322ad9197,Інформація про організаційну структуру Оболонської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Оболонської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Оболонській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-obolonskoi-raionnoi-v-misti-kyievi-obolonska-rda,CSV,Київська міська державна адміністрація,00022527,Віровцев Володимир Юрійович,volodymyr.virovtsev@kyivcity.gov.ua
7fd4edb6-531b-4e94-a50b-acb46cb16b36,Інформація про організаційну структуру Печерської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Печерської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Печерській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-pecherskoi-raionnoi-v-misti-kyievi-pecherska-rda,CSV,Київська міська державна адміністрація,00022527,Нестеренко Олексій Сергійович,it_pechrda@kyivcity.gov.ua
a0a0faa6-b2da-426d-87eb-2ccd314c5bcc,Інформація про організаційну структуру Подільської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Подільської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Подільській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-podilskoi-raionnoi-v-misti-kyievi-d-podilska-rda,CSV,Київська міська державна адміністрація,00022527,Юхно Олексій Костянтинович,oleksii.yuhno@kyivcity.gov.ua
b320bafb-a148-4ab7-97f2-168d974e63e5,Інформація про організаційну структуру Святошинської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Святошинської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Святошинській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-sviatoshynskoi-raionnoi-v-mist-sviatoshynska-rda,CSV,Київська міська державна адміністрація,00022527,Кривошея Олеся Григорівна,vpsrda@data.gov.ua
25a89df8-414b-4832-8123-4e87bb77b578,Інформація про організаційну структуру Солом'янської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Солом'янської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Солом'янській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-solomianskoi-raionnoi-v-misti-ky-solomianska-rda,CSV,Київська міська державна адміністрація,00022527,Руденко Ліна Сергіївна,lina.rudenko@kyivcity.gov.ua
d4852bff-5350-48c3-9aa9-c57cc2e4cd31,Інформація про організаційну структуру Шевченківської районної в місті Києві державної адміністрації,"Набір містить інформацію про організаційну структуру Шевченківської районної в місті Києві державної адміністрації, відповідно до організаційно-розпорядчого документа «Структура і штатна чисельність», а також про організаційну структуру управлінь, відділів та інших підрозділів з правом юридичної особи, підпорядкованих Шевченківській районній в місті Києві державній адміністрації. Перше число в назві ресурсу є індексом районної в місті Києві державної адміністрації.",Кожного півріччя,"оргструктура, штат, інформація","Закон України «Про місцеві державні адміністрації», наказ Міністерства юстиції України від 18 червня 2015 року № 1000/5 «Про затвердження Правил організації діловодства та архівного зберігання документів у державних органах, органах місцевого самоврядування, на підприємствах, в установах і організаціях», зареєстрований в Міністерстві юстиції України 22 червня 2015 року за № 736/27181.",https://data.kyivcity.gov.ua/dataset/informatsiia-pro-strukturu-orhanizatsiinu-strukturu-shevchenkivskoi-raionnoi-v-misti--shevchenka-rda,CSV,Київська міська державна адміністрація,00022527,Карпенко Олександр Олександрович,info@shev.kmda.gov.ua
815b7b86-594b-4a7f-af99-1576f40de31c,"Дані про зелені насадження, що підлягають видаленню, відповідно до виданих актів обстеження зелених насаджень","Набір містить ресурс acts — перелік зелених насаджень, що підлягають видаленню, відповідно до виданих актів обстеження зелених насаджень. Ресурс order не було сформовано, оскільки ордери на видалення зелених насаджень з 01.01.2018 року не видавалися. Набір оновлюється щомісяця, до 15-того числа місяця наступного за звітнім.",Щомісяця,"акти, благоустрій, насадження, видалення","Закон України «Про благоустрій населених пунктів», постанова Кабінету Міністрів України від 01.08.2006 № 1045 «Про затвердження Порядку видалення дерев, кущів, газонів і квітників у населених пунктах», Рішення Київської міської ради від 27.10.2011 № 384/6600 «Про затвердження Порядку видалення зелених насаджень на території міста Києва».",https://data.kyivcity.gov.ua/dataset/dani-pro-zeleni-nasadzhennia-shcho-pidliahaiut-vydalenniu-vidpovidno-do-vydanykh-aktiv-o-dep-ecology,CSV,Київська міська державна адміністрація,00022527,Дворецька Тетяна Борисівна,tetiana.dvoretska@kyivcity.gov.ua
