uid,name,description,constituentDocUrl,homepage,headName,headPost,unitOfId,unitOfName,subUnitOfId,subUnitOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
057-2,Юридичне управління,"Основними завданнями управління є: правове забезпечення діяльності Департаменту. Здійснення захисту прав та інтересів Департаменту та за відповідним дорученням інтересів виконавчого органу Київської міської ради (Київської міської державної адміністрації), Київської міської ради в судах загальної юрисдикції в порядку самопредставництва та в органах державної виконавчої служби.",null,null,Шпак Юрій Станіславович,Начальник юридичного управління,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Юридичне управління,kyivland@kyivcity.gov.ua,+380442027811,null,Перерва на обід: 12:00–12:45
057-3,Управління землеустрою,"Основними завданнями управління є: вжиття заходів, спрямованих на забезпечення реалізації суб'єктами земельних відносин своїх прав, встановлених земельних законодавством, щодо оформлення прав власності та користування земельними ділянками. Підготовка проєктів рішень Київської міської ради та розпоряджень виконавчого органу Київської міської ради (Київської міської державної адміністрації) і Київської міської військової адміністрації щодо передачі (надання) земельних ділянок у власність або у користування фізичним та юридичним особам та інших питань, віднесених до компетенції управління. Участь у розробці та реалізації міських програм в межах повноважень.",null,null,Касяненко Лариса Вікторівна,Заступник директора Департаменту - начальник управління землеустрою,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Управління землеустрою,kyivland@kyivcity.gov.ua,+380442027815,null,Перерва на обід: 12:00–12:45
057-4,Управління ринку земель,"Основними завданнями управління є: створення умов для ефективного, раціонального та економічно обґрунтованого використання земельних ділянок з метою збільшення обсягів надходжень до бюджету міста Києва. Здійснення заходів і проведення робіт, пов'язаних з продажем земельних ділянок на земельних торгах, а також у передбачених законодавством України випадках без проведення торгів, та пов'язаних з викупом земельних ділянок для суспільних потреб міста Києва. Ініціювання та організація проведення нормативної грошової оцінки та експертної грошової оцінки земель. Підготовка проєктів рішень Київської міської ради, розпоряджень виконавчого органу Київської міської ради (Київської міської державної адміністрації), розпоряджень начальника Київської міської військової адміністрації з питань: поновлення договорів оренди земельних ділянок (укладення договорів оренди на новий строк); внесення змін до договорів оренди земельних ділянок; розірвання (припинення) договорів оренди земельних ділянок; надання дозволу на проведення експертно-грошової оцінки земельних ділянок; затвердження нормативної грошової оцінки земель міста Києва; продажу земельних ділянок або прав на них на земельних торгах; продажу земельних ділянок або прав на них на підставі цивільно-правових угод та з інших питань, що належать до компетенції Управління. Організація виконання рішень Київської міської ради, розпоряджень виконавчого органу Київської міської ради (Київської міської державної адміністрації), розпоряджень начальника Київської міської військової адміністрації з питань: поновлення договорів оренди земельних ділянок (укладення договорів оренди на новий строк); внесення змін до договорів оренди земельних ділянок; розірвання (припинення) договорів оренди земельних ділянок; надання дозволу на проведення експертно-грошової оцінки земельних ділянок; продажу земельних ділянок або прав на них на земельних торгах; продажу земельних ділянок або прав на них на підставі цивільно-правових угод та з інших питань, що належать до компетенції Управління.",null,null,Пащенко Тимофій Сергійович,В.о. заступника директора Департаменту - начальника управління ринку земель,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Управління ринку земель,kyivland@kyivcity.gov.ua,+380442027815,щомісячно 3-й Чт 14:00-16:00,Перерва на обід: 12:00–12:45
057-5,Управління інспекційного контролю,"Основними завданнями управління є: Здійснення державного контролю за використанням та охороною земель на території м. Києва, в межах визначених повноважень та в порядку встановленому Земельним кодексом України, законами України «Про державний контроль за використанням та охороною земель», «Про охорону земель», «Про основні засади державного нагляду (контролю) у сфері господарської діяльності» та іншими нормативно-правовими актами. Здійснення реєстрації прав на земельні ділянки в межах міста Києва та їх обтяжень. Забезпечення ведення Міського земельного кадастру.",null,null,Коляденко Олексій Петрович,Заступник директора Департаменту - начальник управління інспекційного контролю,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Управління інспекційного контролю,kyivland@kyivcity.gov.ua,+380442027815,щомісячно 3-я Ср 14:00-16:00,Перерва на обід: 12:00–12:45
057-6,Відділ організаційного забезпечення приймальні Київської міської ради з земельних питань,"Основними завданнями відділу є забезпечення реалізації виконання Департаментом повноважень Київської міської ради та виконавчого органу Київської міської ради (Київської міської державної адміністрації) у сфері земельних відносин з управління землями комунальної власності територіальної громади міста Києва та землями державної власності в межах міста Києва, розпорядником яких є виконавчий орган Київської міської ради (Київської міської державної адміністрації) в частині отримання, реєстрації, первинному аналізі документації, зберіганні, видачі документів, координації документообігу та проведенні прийому громадян з питань, що належать до компетенції відділу.",null,null,Терещук Анна Сергіївна,Начальник відділу,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Відділ організаційного забезпечення приймальні Київської міської ради з земельних питань,kyivland@kyivcity.gov.ua,"+380442027982, +380442027801","Вт 9:30-12:00, 13:00-15:00",Перерва на обід: 12:00–12:45
057-7,Відділ організаційного забезпечення та контролю Департаменту,"Основними завданнями відділу є: забезпечення комунікації Департаменту з органами державної влади, органами місцевого самоврядування, підприємствами, установами, організаціями усіх форм власності, громадськістю, засобами масової інформації та іншими особами. Забезпечення прозорості та відкритості діяльності Департаменту шляхом висвітлення інформації на сторінці Департаменту на Єдиному вебпорталі територіальної громади міста Києва та Єдиному державному вебпорталі відкритих даних. Здійснення моніторингу та аналізу висвітлення засобами масової інформації відомостей про діяльність Департаменту, формування комунікаційної діяльності, організація оперативного реагування на критичні публікації, виступи, повідомлення. Організація проведення консультацій з громадськістю, а також інших публічних заходів (зустрічі, переговори) за участю керівництва та працівників Департаменту. Здійснення діловодства у Департаменті відповідно до вимог законодавства України. Здійснення моніторингу стану виконання вхідної кореспонденції та контролю за своєчасністю її виконанням.",null,null,Хоменко Альона Григоріївна,Начальник відділу,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Відділ організаційного забезпечення та контролю Департаменту,kyivland@kyivcity.gov.ua,"+380442027815, +380442027810, +380442027892",null,Перерва на обід: 12:00–12:45
057-8,Сектор інформаційних технологій,"Основними завданнями сектору є: Організація та контроль робіт, пов'язаних із забезпеченням функціонування інформаційних систем Департаменту, а також взаємодія з зовнішніми мережами та системами. Організація і реалізація робіт, пов'язаних із забезпеченням захисту інформації в Департаменті. Установка, технічне забезпечення та контроль за використанням електронно-обчислювальної, комп'ютерної, офісної техніки та спеціального обладнання Департаменту.",null,null,Крамар Анатолій Васильович,Завідувач сектору,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Сектор інформаційних технологій,kyivland@kyivcity.gov.ua,+380442027965,null,Перерва на обід: 12:00–12:45
057-9,Сектор управління персоналом,"Основними завданнями сектору є: Реалізація державної політики з питань управління персоналом у Департаменті. Забезпечення здійснення директором Департаменту своїх повноважень з питань управління персоналом. Забезпечення організаційного розвитку в Департаменті. Організація добору персоналу. Прогнозування розвитку персоналу, заохочення працівників Департаменту до просування по службі, підвищення їх професійної компетентності. Здійснення аналітичної та організаційної роботи з кадрового менеджменту. Організаційно - методичне керівництво та контроль за роботою з персоналом у суб'єктах господарювання комунального сектору економіки, підпорядкованих Департаменту. Документальне оформлення вступу на державну службу, її проходження та припинення в Департаменті.",null,null,Коваленко Яна Василівна,Завідувач сектору,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Сектор управління персоналом,kyivland@kyivcity.gov.ua,+380442027989,null,Перерва на обід: 12:00–12:45
057-10,Сектор збереження документації з землеустрою,Основним завданням сектору є забезпечення збереження документації з землеустрою.,null,null,Татаренко Оксана Олександрівна,Завідувач сектору,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Сектор збереження документації з землеустрою,kyivland@kyivcity.gov.ua,+380442027992,null,Перерва на обід: 12:00–12:45
057-11,Головний спеціаліст режимно-секретного відділу,Основною метою є організація і забезпечення здійснення контролю за виконанням у Департаменті вимог законодавства у сфері охорони державної таємниці.,null,null,Буряк Лариса Іванівна,Головний спеціаліст,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Головний спеціаліст режимно-секретного відділу,kyivland@kyivcity.gov.ua,+380442027815,null,Перерва на обід: 12:00–12:45
057-12,Головний спеціаліст з питань запобігання та виявлення корупції,Основною метою є організація та здійснення заходів із запобігання та виявлення корупції у Департаменті.,null,null,Браташ Євгенія Юріївна,В.о. головного спеціаліста з питань запобігання та виявлення корупції,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Головний спеціаліст з питань запобігання та виявлення корупції,kyivland@kyivcity.gov.ua,+380442027890,null,Перерва на обід: 12:00–12:45
057-13,Головний спеціаліст з внутрішнього аудиту,"Основною метою є здійснення контролю за ефективністю діяльності в частині використання комунальних ресурсів (майна, коштів та іншої комунальної власності) Департаментом суб'єктами господарювання комунального сектору економіки, що підпорядковані Департаменту.",null,null,null,Головний спеціаліст з внутрішнього аудиту,26199097,Департамент земельних ресурсів,057,Департамент земельних ресурсів,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,32-А,null,01001,Головний спеціаліст з внутрішнього аудиту,kyivland@kyivcity.gov.ua,null,null,Перерва на обід: 12:00–12:45
058,Департамент житлово-комунальної інфраструктури,"Peaлізація державної політики в галузі житлово-комунального господарства, у тому числі щодо житлово-комунальних послуг, поховання, у сфері поводження з побутовими відходами, теплопостачання, питної води та питного водопостачання, водовідведення, а також щодо інженерного захисту територій міста Києва.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/27/%20%D0%BF%D1%80%D0%BE%20%D0%94%D0%95%D0%9F%D0%90%D0%A0%D0%A2%D0%90%D0%9C%D0%95%D0%9D%D0%A2%20%D0%BD%D0%BE%D0%B2%D0%B5.pdf,https://dzki.kyivcity.gov.ua/,Науменко Дмитро Володимирович,Директор,00022527,Київська міська державна адміністрація,null,Київська міська державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,кім. 210,01001,Приймальня,infrastructure@kyivcity.gov.ua,+380442792921,Ср 14:00-17:00,Перша та третя середа місяця. Перерва на обід 12:00–12:45
058-1,"Управління фінансового забезпечення, бухгалтерського обліку та звітності",Ведення бухгалтерського обліку та формування фінансової звітності,null,null,Ткаченко Тетяна Степанівна,Начальник управління-головний бухгалте,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,"Управління фінансового забезпечення, бухгалтерського обліку та звітності",infrastructure@kyivcity.gov.ua,+380442795916,null,Перерва на обід: 12:00–12:45
058-2,Відділ по роботі з персоналом,"Ведення кадрової роботи, конкурси, оцінювання, відбір працівників",null,null,Кравець Ілона Вікторівна,Начальник відділу,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,Відділ по роботі з персоналом,infrastructure@kyivcity.gov.ua,+380442780028,null,Перерва на обід: 12:00–12:45
058-3,Відділ з питань мобілізаційної роботи,"Реалізація державної політики в галузі мобілізаційної підготовки та мобілізації в Департаменті та на підприємствах, які входять до сфери управління Департаменту",null,null,Ворошилов Євген Геннадійович,Начальник відділу,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,Відділ з питань мобілізаційної роботи,infrastructure@kyivcity.gov.ua,+380442790561,null,Перерва на обід: 12:00–12:45
058-4,Сектор внутрішнього аудиту,"Регламентація, планування діяльності з внутрішнього аудиту, звітування; забезпечення розроблення об'єктивних і незалежних висновків та рекомендацій (їх моніторинг) за результатами проведення внутрішніх аудитів",null,null,null,Завідувач сектору,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,+380442798761,null,Перерва на обід: 12:00–12:45
058-5,Головний спеціаліст з питань запобігання та виявлення корупції,Забезпечення ефективної системи запобігання та виявлення корупції в Департаменті та підпорядкованих підприємствах,null,null,null,Головний спеціаліст,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,null,null,Перерва на обід: 12:00–12:45
058-6,Юридичне управління,Юридичний супровід виконання функцій структурних підрозділів Департаменту,null,null,Басурова Олена Анатоліївна,Перший заступник директора Департаменту- Начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,+380442782151,null,Перерва на обід: 12:00–12:45
058-7,Управління розвитку житлово-комунальної інфраструктури,"Виконання завдань щодо перспективного розвитку, реформування, підвищення енергоефективності та реалізації стратегічних програм",null,null,Пономаренко Анастасія Миколаївна,Начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,+380442791266,null,Перерва на обід: 12:00–12:45
058-8,Управління інформаційно-аналітичного забезпечення окремих видів господарської діяльності у сфері житлово-комунального господарства,Забезпечення реалізації державної політики з провадження окремих видів господарської діяльності у сфері житлово-комунального господарства та здійснення інформаційно-аналітичного забезпечення Департаменту,null,null,Ткач Юлія Вікторівна,Начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,null,null,Перерва на обід: 12:00–12:45
058-9,Управління з питань ефективності діяльності житлово-комунальної галузі,"Моніторинг, аналіз та оцінка діяльності підпорядкованих підприємств житлово-комунальної галузі. Забезпечення здійснення комплексних заходів з управління фінансами на рівні головного розпорядника коштів",null,null,Куреня Наталія Григорівна,Начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,+380442721077,null,Перерва на обід: 12:00–12:45
058-10,Управління організаційно-аналітичного та інформаційно-комунікаційного забезпечення,"Здійнення організаційного та інформаційно-аналітичного супроводу діяльності керівництва Департаменту . Управління документообігом, контроль виконавської дисципліни, формування управлінської аналітики та звітності",null,null,null,Начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,Управління організаційно-аналітичного забезпечення,infrastructure@kyivcity.gov.ua,+380442723380,null,Перерва на обід: 12:00–12:45
058-11,Управління капітальних вкладень та організації діяльності у сфері поховання,Забезпечення реалізації інвестиційних проєктів у галузі комунального господарства. Аналіз стану і тенденцій державної політики у комунальній сфері і сфері поховань. Супровід реалізації інвестиційних проєктів у галузі комунального господарства,null,null,Хайруллін Марат Фарідович,Начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Велика Житомирська,15-А,null,01001,null,infrastructure@kyivcity.gov.ua,+380442724020,null,Перерва на обід: 12:00–12:45
058-12,Управління житлово-комунальної політики,"Організаційно-методичний супровід діяльності відповідних структурних підрозділів районних в місті Києві державних адміністрацій, виконавців комунальних послуг, а також роботи підприємств, установ і організацій житлового господарства комунальної форми власності.Реалізація на території міста державної політики у сфері житлового господарства щодо комплексного розвитку житлового господарства міста та надання житлово-комунальних послуг",null,null,Малихін Олександр Володимирович,Заступник директора Департаменту - начальник управління,33695540,Департамент житлово-комунальної інфраструктури,058,Департамент житлово-комунальної інфраструктури,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Богдана Хмельницького,3,null,01001,null,infrastructure@kyivcity.gov.ua,+380442358721,null,Перерва на обід: 12:00–12:45
059,Департамент суспільних комунікацій,"Основними завданнями Департаменту є участь у реалізації державної політики сприяння розвитку громадянського суспільства, координація проведення консультацій з громадськістю та надання методологічної підтримки структурним підрозділам виконавчого органу Київської міської ради (Київської міської державної адміністрації) та районним в місті Києві державним адміністраціям з питань формування та реалізації державної політики, аналіз та прогнозування суспільно-політичних процесів у місті Києві, здійснення організаційного забезпечення участі членів територіальної громади міста Києва у вирішенні питань місцевого значення на території міста Києва, участь у формуванні та реалізації державної політики у сфері інформації та видавничої справи, здійснення заходів щодо розвитку інформаційного простору та інформаційної інфраструктури на території міста Києва, вивчення міжнародного досвіду щодо вдосконалення та розвитку інструментів громадської участі.",https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_suspilnykh_komunikatsii/polozhennya_988178/,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_suspilnykh_komunikatsii/,Смірнова Мирослава Михайлівна,Директор,00022527,Київська міська державна адміністрація,null,Київська міська державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,Приймальня,communications@kyivcity.gov.ua,+380442350700,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
059-1,Юридичний відділ,"Основним завданням відділу є організація правової роботи, спрямованої на правильне застосування, неухильне додержання та запобігання невиконанню вимог актів законодавства та інших нормативних документів",https://media-stg.kyivcity.gov.ua/kyivcity/sites/21/2024/9/%20%D0%BF%D1%80%D0%BE%20%D1%8E%D1%80%D0%B8%D0%B4%D0%B8%D1%87%D0%BD%D0%B8%D0%B9%20%D0%B2%D1%96%D0%B4%D0%B4%D1%96%D0%BB.pdf,null,Мовчан Юлія Миколаївна,Начальник відділу,25695762,Департамент суспільних комунікацій,059,Департамент суспільних комунікацій,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,Юридичний відділ,communications@kyivcity.gov.ua,+380442350465,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
059-2,Cектор персоналу та державної служби,"Основними завданнями є реалізація державної політики з питань управління персоналом , добір персоналу у Департаменті, документальне оформлення вступу на державну службу, її проходження та припинення., організація роботи щодо відзначення державними нагородами тощо",null,null,Кандиба Оксана Михайлівна,Завідувач сектору,25695762,Департамент суспільних комунікацій,059,Департамент суспільних комунікацій,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,Cектор персоналу та державної служби,communications@kyivcity.gov.ua,+380442350501,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
059-3,Відділ організаційно-аналітичного забезпечення та контролю,"Основними завданнями відділу є інформаційне, організаційне, аналітичне, документальне забезпечення діяльності Департаменту з реалізації державної політики у сфері архівної справи, діловодства та з напрямків діяльності Департаменту, забезпечення організації роботи зі зверненнями громадян, забезпечення дотримання в Департаменті єдиного порядку документування управлінської інформації та роботи з документами, реєстрація службових документів, організація та контроль за збереженням документаційного фонду .",https://media-stg.kyivcity.gov.ua/kyivcity/sites/21/2024/10/%20%D0%BF%D1%80%D0%BE%20%D0%B2%D1%96%D0%B4%D0%B4%D1%96%D0%BB%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D1%96%D0%B7%D0%B0%D1%86%D1%96%D0%B9%D0%BD%D0%BE-%D0%B0%D0%BD%D0%B0%D0%BB%D1%96%D1%82%D0%B8%D1%87%D0%BD%D0%BE%D0%B3%D0%BE%20%D0%B7%D0%B0%D0%B1%D0%B5%D0%B7%D0%BF%D0%B5%D1%87%D0%B5%D0%BD%D0%BD%D1%8F%20%D1%82%D0%B0%20%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8E%20%D0%94%D0%A1%D0%9A.pdf,null,Зайченко Тетяна Михайлівна,Заступник начальника відділу,25695762,Департамент суспільних комунікацій,059,Департамент суспільних комунікацій,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,Відділ організаційно-аналітичного забезпечення та контролю,communications@kyivcity.gov.ua,+380442350780,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
059-4,"Відділ фінансування, бухгалтерського обліку та звітності","Основними завданнями відділу є планування, фінансове забезпечення та ведення бухгалтерського обліку та звітності.",null,null,Окрушко Тетяна Михайлівна,Начальник відділу - головний бухгалтер,25695762,Департамент суспільних комунікацій,059,Департамент суспільних комунікацій,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,"Відділ фінансування, бухгалтерського обліку та звітності",communications@kyivcity.gov.ua,+380442351050,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
059-5,Управління розвитку громадської активності та співпраці з неурядовими організаціями,"Основними завданнями управління є аналіз і прогнозування суспільно-політичних процесів , впровадження найкращих міжнародних практик у сфері комунікації з громадськістю",https://media-stg.kyivcity.gov.ua/kyivcity/sites/21/2023/11/%20%D0%BF%D1%80%D0%BE%20%D0%A3%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D1%96%D0%BD%D0%BD%D1%8F%20%D1%80%D0%BE%D0%B7%D0%B2%D0%B8%D1%82%D0%BA%D1%83%20%D0%B3%D1%80%D0%BE%D0%BC%D0%B0%D0%B4%D1%81%D1%8C%D0%BA%D0%BE%D1%97%20%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D0%BE%D1%81%D1%82%D1%96%20%D1%82%D0%B0%20%D1%81%D0%BF%D1%96%D0%B2%D0%BF%D1%80%D0%B0%D1%86%D1%96%20%D0%B7%20%D0%BD%D0%B5%D1%83%D1%80%D1%8F%D0%B4%D0%BE%D0%B2%D0%B8%D0%BC%D0%B8%20%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D1%96%D0%B7%D0%B0%D1%86%D1%96%D1%8F%D0%BC%D0%B8.pdf,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_suspilnykh_komunikatsii/upravlinnya_z_pitan_vnutrishno_politiki_ta_zvyazkiv_z_gromadskistyu_152679/,Черпак Тетяна Валеріївна,Начальник управління,25695762,Департамент суспільних комунікацій,059,Департамент суспільних комунікацій,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,Управління розвитку громадської активності та співпраці з неурядовими організаціями,communications@kyivcity.gov.ua,+380442350585,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
059-6,Управління інформаційної політики та комунікацій,"Основними завданнями управління є формування та реалізація державної політики у сфері інформації та видавничої справи, здійснення заходів щодо розвитку інформаційного простору та інформаційної структури на території міста Києва",https://media-stg.kyivcity.gov.ua/kyivcity/sites/21/2019/9/%20%D0%BF%D1%80%D0%BE%20%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D1%96%D0%BD%D0%BD%D1%8F.pdf,https://kyivcity.gov.ua/kyiv_ta_miska_vlada/struktura_150/vikonavchiy_organ_kivsko_misko_radi_kivska_miska_derzhavna_administratsiya/departamenti_ta_upravlinnya/departament_suspilnykh_komunikatsii/upravlinnya_informatsiyno_politiki_ta_komunikatsiy/,Бандура Ольга Миколаївна,Заступник начальника управління - начальник відділу,25695762,Департамент суспільних комунікацій,059,Департамент суспільних комунікацій,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Хрещатик,50-Б,null,01001,Управління інформаційної політики та комунікацій,communications@kyivcity.gov.ua,+380442350515,"Пн–Чт 8:00–17:00, Пт 8:00–15:45",Перерва на обід: 12:00–12:45
