id,name,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorBuilding,addressLocatorName,contactPointName,contactPointEmail,contactPointTelephone,contactPointUrl
24175269,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «УКРАЇНСЬКА СТРАХОВА КОМПАНІЯ «КНЯЖА ВІЄННА ІНШУРАНС ГРУП»,UA80000000000093317,04050,Україна,місто Київ,null,null,Київ,вул. Глибочицька,44,null,null,null,y.vovna@kniazha.ua;reception@kniazha.ua,+380442077272,null
24249572,ПІДПРИЄМСТВО З ІНОЗЕМНИМИ ІНВЕСТИЦІЯМИ «АНКЛ СЕМ»,UA80000000000093317,01033,Україна,місто Київ,null,null,Київ,вул. Володимирська,97/37,null,null,null,sams09@ukr.net,+380442536329,null
24251899,ДОЧІРНЄ ПІДПРИЄМСТВО «АДІДАС УКРАЇНА»,UA80000000000093317,03067,Україна,місто Київ,null,null,Київ,вул. Гарматна,4,null,null,null,ivan.keshelya@adidas-group.com,"+380444902830, +380444902831",null
24265677,ПРИВАТНИЙ ВИЩИЙ НАВЧАЛЬНИЙ ЗАКЛАД-ІНСТИТУТ «УКРАЇНСЬКО-АМЕРИКАНСЬКИЙ УНІВЕРСИТЕТ КОНКОРДІЯ»,UA80000000000093317,01030,Україна,місто Київ,null,null,Київ,вул. Пирогова,9,null,null,null,wiuu@wiuu.kiev.ua,"+380442160666, +380442361916",null
24267073,ПРИВАТНЕ НАУКОВО - ВИРОБНИЧЕ ПІДПРИЄМСТВО «СИНАПС»,UA80000000000093317,04116,Україна,місто Київ,null,null,Київ,вул. Гаврилишина Богдана,7,null,null,null,null,"+380442380965, +380442380970",null
24267110,ПРИВАТНЕ ПІДПРИЄМСТВО «БУДПОСТАЧ»,UA80000000000093317,02099,Україна,місто Київ,null,null,Київ,вул. Бориспільська,9-Е,null,КІМНАТА 314,null,melnik.budpostach@gmail.com,"+380443930388,+380443930387",null
24378476,ДЕРЖАВНЕ ПІДПРИЄМСТВО «ЕКСПЛУАТАЦІЙНО-МАЙНОВИЙ КОМПЛЕКС»,UA80000000000093317,02096,Україна,місто Київ,null,null,Київ,вул. Гаспринського Ісмаїла,9,null,null,null,dpemkompleks@ukr.net,"+380445661319, +380445630670, +380445667411",null
24447303,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АПТЕКА №338»,UA32080110010033149,08290,Україна,Київська,Бучанський,null,Гостомель,вул. Свято-Покровська,19-А,null,null,null,t.sandyga@farmastor.com,"+380563737295, +380938770533",null
24546821,ПРИВАТНЕ ПІДПРИЄМСТВО «ГУЛЬ»,UA80000000000093317,01014,Україна,місто Київ,null,null,Київ,вул. Звіринецька,63,null,null,null,"2092205@ukr.net, 7906558@gmail.com",+380995553679,null
24571753,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФІРМА «БМТ-СЕРВІС»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,просп. Степана Бандери,21,null,null,null,kelosch@gmail.com,+380674488846,null
24576549,ДОЧІРНЄ ПІДПРИЄМСТВО «ПЕРЕХІД АУТДОР»,UA80000000000093317,01024,Україна,місто Київ,null,null,Київ,вул. Гетьмана Павла Скоропадського,3-А,null,null,null,ymovchan@p-o.com.ua tfedorenkopo@gmail.com,+380445949350,null
24583064,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЄВРОСЕТ»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Петра Сагайдачного,24,null,null,null,kraevaya@berghoff.ua,+380442720858,null
24587464,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЛАСТІКС-УКРАЇНА»,UA80000000000093317,04201,Україна,місто Київ,null,null,Київ,вул. Полярна,20-В,null,null,null,null,+380442011545,null
24590495,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЛІКУВАЛЬНО-ДІАГНОСТИЧНИЙ ЦЕНТР «ДІАГНОСТИК»,UA80000000000093317,02002,Україна,місто Київ,null,null,Київ,вул. Раїси Окіпної,8-Б,null,null,null,null,+380442203603,null
24597296,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БРОКАРД-УКРАЇНА»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,вул. Фрунзе,134-А,null,null,null,oleh.hlukhov@brocard.ua,"+380442476600, +380442476600",null
24720911,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «АБС-УКР»,UA80000000000093317,04050,Україна,місто Київ,null,null,Київ,вул. Глибочицька,32-В,null,null,null,null,"+380444501216, +380442419731",null
24726322,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФАРБИ КОЛОРИТ»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,вул. Марка Вовчка,14,null,null,null,null,+380442377112,null
24727801,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПОЧАЙНА ЦЕНТР»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,просп. Степана Бандери,6,null,null,null,office@petrovka.net,+380444683531,null
24731211,ПРИВАТНЕ ПІДПРИЄМСТВО «ВЛАДА»,UA80000000000093317,04208,Україна,місто Київ,null,null,Київ,просп. Георгія Гонгадзе,5,null,null,null,null,null,null
24734014,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛУВЕРС»,UA80000000000093317,03127,Україна,місто Київ,null,null,Київ,просп. 40-річчя Жовтня,120,КОРПУС 1,null,null,nata@luvers.com.ua; evg@luvers.com.ua,+380445857022,null
24738354,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТАТ-АРТ»,UA80000000000093317,04050,Україна,місто Київ,null,null,Київ,вул. Дегтярівська,8-А,null,КІМНАТА 17,null,tat-art1997@ukr.net,"+380444833251, +380991085480",null
24738911,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІНТЕРН»,UA32060050010081797,07400,Україна,Київська,null,null,Бровари,вул. Богдана Хмельницького,1,null,null,null,info@opera-hotel.com,+380445817070,null
24745791,ПРИВАТНЕ ПІДПРИЄМСТВО «СТОМАТОЛОГІЧНА КЛІНІКА ДОКТОРА ДАХНО»,UA80000000000093317,03124,Україна,місто Київ,null,null,Київ,вул. Миколи Василенка,7-А,null,null,null,buhdahno@ukr.net,"+380444172136, +380444636311",null
24746843,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВАСТА»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,вул. Фрунзе,119/1,null,null,null,sartyomenko@gmail.com,+380672318791,null
24836524,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛАДА-СПОРТ»,UA74100390010054825,14000,Україна,Чернігівська,null,null,Чернігів,вул. Шевченка,4,null,null,null,null,+380462678494,null
24917753,ПРИВАТНЕ ПІДПРИЄМСТВО «АЛЬЯНС-СВ»,UA80000000000093317,03186,Україна,місто Київ,null,null,Київ,вул. Антонова,4,null,null,null,null,+380442434783,null
24918464,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ПЛЕТТАК»,UA80000000000093317,04128,Україна,місто Київ,null,null,Київ,вул. Садова,20,null,null,null,info@plettac.ua,"+380443649304, +380443649305",null
24919883,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «УКРАЇНСЬКА ТЕХНОЛОГІЧНА КОМПАНІЯ»,UA80000000000093317,02125,Україна,місто Київ,null,null,Київ,просп. Алішера Навої,69,null,ОФІС 371,null,null,null,null
24922483,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ З ІНОЗЕМНИМИ ІНВЕСТИЦІЯМИ «ВІННЕР ГРУП УКРАЇНА»,UA59080150090056896,08112,Україна,Київська,Києво-Святошинський,null,Капітанівка,вул. Дачна,5-А,null,null,null,null,+380445856300,null
24924826,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «РЕКЛАМНА ГРУПА «МАЛЛІС»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Анрі Барбюса,5,null,null,null,outdoor@mallis.kiev.ua,+380445941010,null
24929930,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ФАН ГЕЙМ»,UA80000000000093317,03028,Україна,місто Київ,null,null,Київ,просп. Науки,30,null,ОФІС 175-А,null,fg@fungame.com.ua,"+380444677035, +380444677036",null
24932820,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КАМЕЛІЯ-К»,UA80000000000093317,02002,Україна,місто Київ,null,null,Київ,вул. Микільсько-Слобідська,2-Б,null,null,null,camellia@camellia.com.ua,"+380445243355, +380445243356",null
24933044,ПІДПРИЄМСТВО З ІНОЗЕМНИМ КАПІТАЛОМ «СВІМПОРТ»,UA80000000000093317,01001,Україна,місто Київ,null,null,Київ,вул. Заньковецької,6,ЛІТЕРА А,null,null,vikabunyna@gmail.com,"+380442781965, +380444619015",null
24934233,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР «ХЕМА»,UA80000000000093317,03179,Україна,місто Київ,null,null,Київ,вул. Академіка Єфремова,23,null,null,null,null,null,null
24935043,ПРИВАТНЕ ПІДПРИЄМСТВО НАУКОВО-ВИРОБНИЧЕ ПРИВАТНЕ ПІДПРИЄМСТВО «АНЄГ»,UA80000000000093317,02660,Україна,місто Київ,null,null,Київ,пров. Червоногвардійський,5,null,null,null,null,+380445373437,null
24939727,ПРИВАТНЕ ПІДПРИЄМСТВО «ЄВРОДЕНТ»,UA80000000000093317,01004,Україна,місто Київ,null,null,Київ,узвіз Крутий/ вул. Кропивницького,6/2,ЛІТЕРА А,null,null,info@eurodent.com.ua,"+380442355500, +380442359385",null
24941173,ПРИВАТНЕ ПІДПРИЄМСТВО «ОРТОДОНТ»,UA80000000000093317,01042,Україна,місто Київ,null,null,Київ,вул. Джона Маккейна,39,null,null,null,berezmarnik@gmail.com,+380442846638,null
24994596,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МОБІЛАЙН ПЛАЗА»,UA12020010010037010,49040,Україна,Дніпропетровська,null,null,Дніпро,шосе Запорізьке,35-Г,null,null,null,null,null,null
25030516,ПРИВАТНЕ ПІДПРИЄМСТВО «ЛАЙТКРЕО»,UA51100270010076757,65098,Україна,Одеська,null,null,Одеса,вул. Боженка,19,null,null,null,svetlana.chepurenko@kv.redhead.ua,"+380445202848, +380482365492, +380482305412",null
25198859,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «СК БІЗНЕС»,UA80000000000093317,03151,Україна,місто Київ,null,null,Київ,просп. Повітряних Сил,52,ПРИМІЩЕННЯ 335,null,null,fuzik.advocate@gmail.com; reklama-lv@ukr.net,+380442481842,null
25264912,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛЕКОС»,UA80000000000093317,02192,Україна,місто Київ,null,null,Київ,вул. Андрія Малишка,1,null,null,null,null,+380445921309,null
25266609,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АРЕНА -УКРАЇНА»,UA80000000000093317,01001,Україна,місто Київ,null,null,Київ,бульв. Лесі Українки,6,null,КВАРТИРА 2,null,null,"+380442798817, +380442798821",null
25267572,ДОЧІРНЄ ПІДПРИЄМСТВО «ІСТТЕХ»,UA80000000000093317,04050,Україна,місто Київ,null,null,Київ,вул. Глибочицька,53,null,null,null,null,+380444637940,null
25271289,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛЮДМИЛА-ФАРМ КО»,UA80000000000093317,03127,Україна,місто Київ,null,null,Київ,вул. Виставкова,2,null,null,null,lawyer@galafarm.com.ua,"+380445039000, +380445289237",null
25273101,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «БУДИНОК МОДИ РІТО»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Ігорівська,5,null,null,null,foto_111@ukr.net,"+380444175266, +380674063531",null
25273549,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «ГАЗТРАНЗИТ» З ІНОЗЕМНИМИ ІНВЕСТИЦІЯМИ»,UA80000000000093317,04053,Україна,місто Київ,null,null,Київ,вул. Січових Стрільців,26-В,null,null,null,null,+380444902525,null
25285044,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛОГІСТІК-ЕКСПРЕС»,UA80000000000093317,03115,Україна,місто Київ,null,null,Київ,вул. Верховинна,41,null,ОФІС 179,null,zvit25285044@ukr.net,"+380442860002, +380442860003",null
25286256,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ОСЕЛЯ»,UA80000000000093317,04050,Україна,місто Київ,null,null,Київ,вул. Глибочицька,29/31,null,null,null,null,+380444619505,null
25288083,ПІДПРИЄМСТВО З ІНОЗЕМНИМИ ІНВЕСТИЦІЯМИ «НОВУС ПЛЮС»,UA80000000000093317,04208,Україна,місто Київ,null,null,Київ,просп. Правди,47,null,null,null,t.sukhanytska@billa.ua,"+380444902444, +380445725122",null
25288091,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МЕДИЧНА ЛАБОРАТОРІЯ»,UA80000000000093317,03186,Україна,місто Київ,null,null,Київ,вул. Мацієвича Левка,5,КОРПУС 1,null,null,"info@medlabtest.ua, annamedlab0@gmail.com",+380442488778,null
25384496,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГРАНДПРОМІНВЕСТ АГ»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,просп. Степана Бандери,16-Б,null,null,null,null,"+380444264834, +380444264835",null
25385194,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АТ ЕЛТІКС»,UA80000000000093317,02068,Україна,місто Київ,null,null,Київ,вул. Драгоманова,29,null,null,null,null,"+380445704076, +380445704074",null
25386816,ПРИВАТНЕ ПІДПРИЄМСТВО ВКФ «МЕБЛЕВІ ТЕХНОЛОГІЇ»,UA80000000000093317,04080,Україна,місто Київ,null,null,Київ,вул. Фрунзе,102,null,null,null,buh9@mt.ua;law0311@ukr.net,+380444923000,null
25388117,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТУРИСТИЧНА КОМПАНІЯ «КИЇВСЬКИЙ СУПУТНИК»,UA80000000000093317,03040,Україна,місто Київ,null,null,Київ,просп. Голосіївський,70,null,null,null,admin@sputnik.kiev.ua,+380445319130,null
25390924,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДСЛК»,UA80000000000093317,01601,Україна,місто Київ,null,null,Київ,вул. Велика Васильківська,2,null,null,null,null,+380444516848,null
25398541,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ДЖАЗ-КЛУБ»,UA80000000000093317,03127,Україна,місто Київ,null,null,Київ,просп. Голосіївський,120,КОРПУС 1,null,null,null,"+380444518615, +380443039503",null
25401548,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВІАЛ КИЇВ»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,вул. Куренівська,21,null,null,null,info@vial.in.ua,+380504628246,null
25404052,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ГЕЛІАНТУС»,UA80000000000093317,02105,Україна,місто Київ,null,null,Київ,просп. Миру,19/18,null,null,null,geliantus@gmail.com,+380445185774,null
25405583,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ВАНБУД»,UA80000000000093317,02099,Україна,місто Київ,null,null,Київ,вул. Бориспільська,9,null,null,null,vanbud@i.ua,+380445673691,null
25409813,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «УКРАЇНСЬКО-НІМЕЦЬКИЙ ПРОТИВИРАЗКОВИЙ ГАСТРОЕНТЕРОЛОГІЧНИЙ ЦЕНТР «БІК-КИЇВ»,UA80000000000093317,01030,Україна,місто Київ,null,null,Київ,бульв. Тараса Шевченка,17,null,null,null,bykkiev@gmail.com;bik_buh@ukr.net,"+380442356235, +380442848522",null
25564175,СПІЛЬНЕ УКРАЇНСЬКО-ВЕЛИКОБРИТАНСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НИВА ПЕРЕЯСЛАВЩИНИ»,UA32040150050046085,08420,Україна,Київська,Переяслав-Хмельницький,null,Переяславське,вул. Привокзальна,2,null,null,null,info@niva-sa.com.ua,+380456728192,null
25587390,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МЛ «ДІЛА»,UA80000000000093317,01103,Україна,місто Київ,null,null,Київ,вул. Професора Підвисоцького,6-А,null,null,null,"n.mishuk@dila.com.ua, info@dila.com.ua",+380674440926,null
25589554,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «САВІКЕТОР»,UA48080110070029138,79021,Україна,Львівська,null,null,Львів,вул. Садова,2-А,null,null,null,march2022@ukr.net,"+380442399608, +380679981994, +380445943977",null
25636354,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТЕКІЛА ХАУС»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Спаська,8-А,null,null,null,tbiliso6@tbiliso.com.ua,"+380676575556, +380442536329, +380444256002",null
25641208,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АГІТПЛАКАТ»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Анрі Барбюса (Василя Тютюника),5,null,null,null,agitplakat@agitplakat.kiev.ua;agitplakat@ukr.net,+380445941003,null
25642478,ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «ДЕЛОЙТ ЕНД ТУШ ЮКРЕЙНІАН СЕРВІСЕЗ КОМПАНІ»,UA80000000000093317,01033,Україна,місто Київ,null,null,Київ,вул. Жилянська,48,null,null,null,null,null,null
25959784,АКЦІОНЕРНЕ ТОВАРИСТВО «МІЖНАРОДНИЙ РЕЗЕРВНИЙ БАНК»,UA80000000000093317,01601,Україна,місто Київ,null,null,Київ,вул. Володимирська,46,null,null,null,m.chepiha@sbrf.com.ua,+380442474343,null
26237202,ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО «БАНК ВОСТОК»,UA12020010010037010,49051,Україна,Дніпропетровська,null,null,Дніпро,вул. Курсантська,24,null,null,null,null,+380562333444,null
26253833,ОБ'ЄДНАННЯ СПІВВЛАСНИКІВ БАГАТОКВАРТИРНОГО БУДИНКУ «КАРЕ»,UA80000000000093317,01001,Україна,місто Київ,null,null,Київ,вул. Лютеранська,3,null,null,null,null,+380505656998,null
26378960,БЛАГОДІЙНА ОРГАНІЗАЦІЯ «ФОНД ОЛЕНИ ПІНЧУК»,UA80000000000093317,01034,Україна,місто Київ,null,null,Київ,вул. Володимирська,43,null,null,null,chernoostrovsky@gmail.com,"+380444904805, +380444904885",null
26410155,АКЦІОНЕРНЕ ТОВАРИСТВО «ПЕРШИЙ ІНВЕСТИЦІЙНИЙ БАНК»,UA80000000000093317,01135,Україна,місто Київ,null,null,Київ,Площа Перемоги,1,null,null,null,null,"+380444286128, +380444682772",null
26547581,АКЦІОНЕРНЕ ТОВАРИСТВО «УКРБУДІНВЕСТБАНК»,UA80000000000093317,01135,Україна,місто Київ,null,null,Київ,вул. В'ячеслава Чорновола,8,null,null,null,sliepovaiv@ubib.com.ua,"+380322444132, +380322444133",null
26600594,«ПРЕДСТАВНИЦТВО «АТЛАНТІК ГРУП ЛІМІТЕД»,UA80000000000093317,null,Україна,місто Київ,null,null,Київ,вул. Жилянська,31,null,null,null,null,null,null
26620639,ПРЕДСТАВНИЦТВО «БОВА-ЕЛЕКТРОНІК ГМБХ & КО.КГ»,UA80000000000093317,02140,Україна,місто Київ,null,null,Київ,просп. Миколи Бажана,14-А,null,null,null,null,+380443399100,null
26628767,ПРЕДСТАВНИЦТВО «АББІІ ЄВРОПА ГМБХ»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,просп. Степана Бандери,13-В,null,null,null,null,null,null
30012848,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АЛЛО»,UA12020010010037010,49044,Україна,Дніпропетровська,null,null,Дніпро,вул. Барикадна,15-А,null,null,null,allo@allo.ua,"+380562334989, +380800300100",null
30018420,ПРИВАТНЕ ПІДПРИЄМСТВО «МЕДІК - ЕЙД»,UA80000000000093317,03179,Україна,місто Київ,null,null,Київ,вул. Уборевича,23,null,null,null,null,+380442311331,null
30020361,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ТРАКСПАРТС УКРАЇНА ЛТД»,UA32080150010049888,08290,Україна,Київська,null,null,Ірпінь,вул. Центральна,1-К,null,null,null,t.domshenko@tpua.com.ua a.mamedova@tpua.com.ua,+380459795061,null
30023933,ПРИВАТНЕ ПІДПРИЄМСТВО «ВИРОБНИЧО-КОМЕРЦІЙНА ФІРМА «МАВА»,UA80000000000093317,03056,Україна,місто Київ,null,null,Київ,вул. Борщагівська,154,null,null,null,null,null,null
30109129,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЮРІЯ-ФАРМ»,UA80000000000093317,03680,Україна,місто Київ,null,null,Київ,вул. Миколи Амосова,10,null,null,null,null,+380442750108,null
30109423,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЕЛІТА»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,вул. Вербова,17-А,null,null,null,null,"+380442860483, +3800674671039",null
30114365,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІМПРЕССА»,UA80000000000093317,04070,Україна,місто Київ,null,null,Київ,вул. Петра Сагайдачного,21,null,null,null,accounting@number21.com.ua,"+380444170027, +380442392939",null
30114370,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «МЕД ЛАЙФ»,UA80000000000093317,04210,Україна,місто Київ,null,null,Київ,просп. Героїв Сталінграда,20,null,null,null,rentgen2007@ukr.net;med_life@ukr.net,"+380444127675, +380444121012",null
30116294,ДОЧІРНЄ ПІДПРИЄМСТВО «ЛІАГ ТЕХНІК СЕРВІС УКРАЇНА»,UA80000000000093317,03067,Україна,місто Київ,null,null,Київ,вул. Олекси Тихого,81/83,null,null,null,kiev@liagtechnik.com.ua,"+380444584654, +380442000920, +380444580120",null
30163496,ПРИВАТНЕ ПІДПРИЄМСТВО «СОЛОМІЯ-СЕРВІС»,UA48080110070029138,79053,Україна,Львівська,null,null,Львів,вул. М. Бойчука,5,null,КВАРТИРА 117,null,null,+380675516636,null
30176715,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «КОНКОР»,UA80000000000093317,03148,Україна,місто Київ,null,null,Київ,вул. Жмеринська,30,null,null,null,sharofieva01@ukr.net,+380444072201,null
30178004,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЦЕППЕЛІН УКРАЇНА ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ»,UA80000000000093317,03022,Україна,місто Київ,null,null,Київ,вул. Васильківська,34,null,null,null,null,+380444942330,null
30180471,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «САССК»,UA80000000000093317,01054,Україна,місто Київ,null,null,Київ,вул. Ярославів Вал,22,null,null,null,tdt.office@gmail.com,"+380444920000, +380443775360",null
30181253,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ЛЕОН-СЕРВІС ПЛЮС»,UA32080010080037846,08141,Україна,Київська,Києво-Святошинський,null,Святопетрівське,вул. Господарська,1-А,null,null,null,elena.n.reutova@gmail.com,+380445029049,null
30187680,ПРИВАТНЕ ПІДПРИЄМСТВО «ДІВІАЛ-2000»,UA80000000000093317,01054,Україна,місто Київ,null,null,Київ,вул. Павлівська,23,null,null,null,null,"+380444865164, +380444868575",null
30214545,ПРИВАТНЕ ПІДПРИЄМСТВО «ЕДО»,UA80000000000093317,03150,Україна,місто Київ,null,null,Київ,вул. Василя Тютюнника,22/26,null,КВАРТИРА 91,null,eduard@edo.ua,"+380444619988, +380445299187",null
30217001,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ОБ'ЄДНАНА ТОРГОВЕЛЬНА КОМПАНІЯ «ЄВРОПЛЮС»,UA80000000000093317,01014,Україна,місто Київ,null,null,Київ,вул. Звіринецька,63,null,null,null,tanya-mca@ukr.net,"+380973295900, +380445814021",null
30217939,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «УЗВІЗ»,UA80000000000093317,01025,Україна,місто Київ,null,null,Київ,узвіз Андріївський,34,null,null,null,zaytsi2003@ukr.net,+380442797972,null
30219983,ПРИВАТНЕ ПІДПРИЄМСТВО «МЕТЕОР»,UA80000000000093317,04080,Україна,місто Київ,null,null,Київ,вул. Фрунзе,34-38,ЛІТЕРА А,null,null,debet@meteor.net.ua,"+380444675004, +380662649133",null
30220130,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ НАУКОВО-ВИРОБНИЧИЙ ЦЕНТР «ЄВРОДІМ»,UA07080170010083384,43023,Україна,Волинська,null,null,Луцьк,вул. Єршова (Назарія Яремчука),1,null,null,null,null,+3803325864893,null
30223848,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «АВТОСОЮЗ»,UA80000000000093317,04073,Україна,місто Київ,null,null,Київ,просп. Степана Бандери,28,null,null,null,d.rozumiei@avtosojuz.ua,+380442070700,null
30251550,ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «ІГНАР»,UA80000000000093317,02002,Україна,місто Київ,null,null,Київ,вул. Микільсько-Слобідська,2-Б,null,null,null,byx_fabrika@camellia.com.ua,"+380444861146, +380444681078, +380444861146",null
