"legal_entity_id","legal_entity_edrpou","legal_entity_name","care_type","property_type","legal_entity_email","legal_entity_website","legal_entity_phone","edr_role","edr_founders","spromozhna_merezha_role","legal_entity_owner_name","registration_area","registration_settlement_type","registration_settlement_koatuu","registration_settlement","registration_address","registration_gromada_koatuu","registration_gromada_name","lat","lng"
"3a8bbe2f-9880-4db9-b7bb-cd1e93e91eb4","34547449","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАДОРО""","Спеціалізована","Приватна (без ФОП)","kadoro.dental@gmail.com","","+380989020076","{засновник}","{""КЛИМКО ТЕТЯНА ЮРІЇВНА""}","Не входить в спроможну мережу","Орос Олег Степанович","ЗАКАРПАТСЬКА","місто","2110100000","УЖГОРОД","Україна, 88000, Закарпатська обл., Ужгородський р-н, місто Ужгород, пл.Хмельницького Б., будинок 21 А","2110100000","УЖГОРОДСЬКА","48.620443","22.286466"
"3a8ee526-748b-4e16-9b96-8d1be8eb0202","01983039","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ТУРІЙСЬКА ЛІКАРНЯ ПЛАНОВОГО ЛІКУВАННЯ""","Спеціалізована","Комунальна","turcrl@ukr.net","tur.crl.org.ua","+380974046541","{засновник}","{""ТУРІЙСЬКА СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Кашуба Сергій Миколайович","ВОЛИНСЬКА","селище","0725555100","ТУРІЙСЬК","Україна, 44801, Волинська обл., Ковельський р-н, селище Турійськ, вул.Лікарська, будинок 22","0725555100","ТУРІЙСЬКА","51.084282","24.543819"
"3ac7317c-51a8-4edd-a2c4-ceb43e33a802","01995315","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""УСТИНІВСЬКА ЛІКАРНЯ"" УСТИНІВСЬКОЇ СЕЛИЩНОЇ РАДИ","Первинна","Комунальна","crlustynivka2024@ukr.net","","+380523941217","{засновник}","{""УСТИНІВСЬКА СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Резнік Василь Васильович","КІРОВОГРАДСЬКА","селище","3525855100","УСТИНІВКА","Україна, 28600, Кіровоградська обл., Кропивницький р-н, селище Устинівка, вул.Ювілейна, будинок 15","3525855100","УСТИНІВСЬКА","48.507098","32.264198"
"3ad25712-0c75-4f26-bc2c-b18d4da06c89","43406343","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТЕРНОПІЛЬСЬКА МІСЬКА СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА №1"" ТЕРНОПІЛЬСЬКОЇ МІСЬКОЇ РАДИ","Спеціалізована","Комунальна","stomat_t@ukr.net","","+380352269759","{засновник}","{""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) В УЧАСНИКА (ЗАСНОВНИКА) ЮРИДИЧНОЇ ОСОБИ  ЯКЩО УЧАСНИК (ЗАСНОВНИК) - ЮРИДИЧНА ОСОБА, ВІДСУТНІЙ"",""ТЕРНОПІЛЬСЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Фалінська Тетяна Андріївна","ТЕРНОПІЛЬСЬКА","місто","6110100000","ТЕРНОПІЛЬ","Україна, 46023, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ 15 КВІТНЯ, будинок 1","6110100000","ТЕРНОПІЛЬСЬКА","49.550900","25.635701"
"3af2239d-21f6-4451-b78a-aaddee46e8d5","ФОП","МАМЕДОВ ТЕЙМУР РАДЖАБ ОГЛИ","Спеціалізована","ФОП","tejmur.mamedov1972@gmail.com","","+380675855149","{NULL}","{NULL}","Не входить в спроможну мережу","Мамедов Теймур Раджаб огли","ОДЕСЬКА","смт","5110100000","ДОБРОСЛАВ","Україна, 67500, Одеська обл., Лиманський р-н, селище міського типу Доброслав, ВУЛИЦЯ КИЇВСЬКА, будинок 103, квартира 1","5110100000","ОДЕСЬКА",NULL,NULL
"3b0d6bb1-ad73-4900-bf8f-79272ab6e6ee","02000530","Комунальне некомерційне підприємство ""Золотопотіцька міська лікарня"" Золотопотіцької селищної ради","Спеціалізована","Комунальна","knpzpmlzpsr@ukr.net","knp-zolotopoticka-miska-likarna-zpsr.webnode.com.ua","+380968421570, +380354431251","{засновник}","{""ЗОЛОТОПОТІЦЬКА СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Михайловський Михайло Васильович","ТЕРНОПІЛЬСЬКА","селище","6121255500","ЗОЛОТИЙ ПОТІК","Україна, 48451, Тернопільська обл., Чортківський р-н, селище Золотий Потік, вул.Лесі Українки, будинок 77","6121255500","ЗОЛОТОПОТІЦЬКА","48.909391","25.338688"
"3b140f92-a536-48d4-ac3e-3890dc6bb6aa","ФОП","ПІДТЕРГЕРЯ   АНАСТАСІЯ ОЛЕГІВНА","Первинна","ФОП","mediclub.ao@gmail.com","","+380975314945, +380975314945","{NULL}","{NULL}","Не входить в спроможну мережу","Підтергеря Анастасія Олегівна","ДНІПРОПЕТРОВСЬКА","місто","1210100000","ПІДГОРОДНЕ(П)","Україна, 52001, Дніпропетровська обл., Дніпровський р-н, місто Підгородне, вул.Садова, будинок 21","1210100000","ДНІПРОВСЬКА","48.572480","35.086912"
"3b155c4e-f78f-4ed9-8187-ec4265d1327c","44901476","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІМПРЕСС ЮА""","Спеціалізована","Приватна (без ФОП)","account.ua@smile2impress.com","","+380988990050","{засновник}","{""Семенюк Тарас Юрійович""}","Не входить в спроможну мережу","Савченко Діана Валентинівна","ХМЕЛЬНИЦЬКА","місто","6810100000","ХМЕЛЬНИЦЬКИЙ","Україна, 29000, Хмельницька обл., Хмельницький р-н, місто Хмельницький, вул.Свободи, будинок 18/2, 84","6810100000","ХМЕЛЬНИЦЬКА","49.435587","26.998272"
"3b21cfce-8b93-458d-a739-00498d757f4b","01999804","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВОЛОДИМИРЕЦЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""  ВОЛОДИМИРЕЦЬКОЇ СЕЛИЩНОЇ РАДИ","Спеціалізована","Комунальна","volodcrl@gmail.com","www.volodmed.rv.ua","+380987473033","{засновник}","{""ВОЛОДИМИРЕЦЬКА СЕЛИЩНА РАДА""}","Загальний","Караїмчук Іван Васильович","РІВНЕНСЬКА","селище","5620855100","ВОЛОДИМИРЕЦЬ","Україна, Рівненська обл., Вараський р-н, селище Володимирець, вул.Грушевського, будинок 39","5620855100","ВОЛОДИМИРЕЦЬКА","51.425230","26.136192"
"3b3c1478-99b6-4c96-b817-5d55ea8ab398","44092331","Комунальне некомерційне підприємство ""Амбулаторія загальної практики-сімейної медицини"" Волицької сільської ради Житомирської області","Первинна","Комунальна","knp.azpsm.volucya@gmail.com","","+380972756507","{засновник}","{""ВОЛИЦЬКА СІЛЬСЬКА РАДА""}","Не входить в спроможну мережу","Дворецький Віталій Олександрович","ЖИТОМИРСЬКА","село","1820388301","СТАРА КОТЕЛЬНЯ","Україна, 13413, Житомирська обл., Житомирський р-н, село Стара Котельня, вул.Житомирська, будинок 7","1820381600","ВОЛИЦЬКА","50.144030","28.881190"
"3b6b8ef8-8aaa-4b67-af15-fc87dbc94474","ФОП","Кульчинська  Ольга  Ігорівна","Первинна","ФОП","kulcinskaolga123@gmail.com","","+380993606827","{NULL}","{NULL}","Не входить в спроможну мережу","Кульчинська Ольга Ігорівна","ОДЕСЬКА","місто","5110200000","БАЛТА","Україна, 66101, Одеська обл., Подільський р-н, місто Балта, вул.Каденюка Леоніда, будинок 49, квартира 5","5110200000","БАЛТСЬКА","47.937087","29.628840"
"3b7fbb22-a1ca-409b-9dbe-32a5edb095d5","37069026","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СТАРДОКТОР""","Первинна","Приватна (без ФОП)","clinic@stardoctor.com.ua","","+380956554095","{засновник}","{""ШЕСТОПАЛОВА  ВІКТОРІЯ  ЮРІЇВНА""}","Не входить в спроможну мережу","Лесняк Дмитро Вікторович","ДНІПРОПЕТРОВСЬКА","місто","1210100000","ДНІПРО","Україна, 49000, Дніпропетровська обл., місто Дніпро, вул.Володимира Мономаха, будинок 17А","1210100000","ДНІПРОВСЬКА","48.467710","35.045333"
"3b9100e5-a983-4150-95ae-e8a2c6d5f5ac","42376659","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КИЇВСЬКА СТОМАТОЛОГІЯ"" ВИКОНАВЧОГО ОРГАНУ КИЇВСЬКОЇ МІСЬКОЇ РАДИ (КИЇВСЬКОЇ МІСЬКОЇ ДЕРЖАВНОЇ АДМІНІСТРАЦІЇ)","Спеціалізована","Комунальна","knp_ks@ukr.net","","+380444821269","{засновник}","{""КИЇВСЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Гуменюк Олег Петрович","М.КИЇВ","місто","8000000000","КИЇВ","Україна, 04050, місто Київ, ВУЛИЦЯ ПИМОНЕНКА, будинок 10-А","8000000000","КИЇВ","50.460157","30.492717"
"3bbe125a-2e5d-4a3c-b84e-e2396fbfa308","02002753","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ШЕВЧЕНКІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" ШЕВЧЕНКІВСЬКОЇ СЕЛИЩНОЇ РАДИ","Спеціалізована","Комунальна","p51orgmd@ukr.net","https://shevchenkivska.crl.net.ua","+380575151533","{засновник}","{""ШЕВЧЕНКІВСЬКА СЕЛИЩНА РАДА""}","Загальний","Перепадя Світлана Михайлівна","ХАРКІВСЬКА","селище","6325755100","ШЕВЧЕНКОВЕ","Україна, 63601, Харківська обл., Куп'янський р-н, селище Шевченкове, вул.Бубліченко, будинок 15","6325755100","ШЕВЧЕНКІВСЬКА","49.850671","37.480875"
"3bcf8b00-d7db-4f06-8539-326cdf468a11","31509861","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЛОМИЙСЬКИЙ КЛІНІКО-ДІАГНОСТИЧНИЙ ЦЕНТР"" КОЛОМИЙСЬКОЇ МІСЬКОЇ РАДИ","Спеціалізована","Комунальна","mfpdkolomya@ukr.net","https://kkdc.if.ua","+380687624971","{засновник}","{""КОЛОМИЙСЬКА МІСЬКА РАДА""}","Не входить в спроможну мережу","Гурник Віталій Степанович","ІВАНО-ФРАНКІВСЬКА","місто","2610600000","КОЛОМИЯ","Україна, 78203, Івано-Франківська обл., Коломийський р-н, місто Коломия, вул.Замкова, будинок 74б","2610600000","КОЛОМИЙСЬКА","48.522664","25.039502"
"3be07982-e4a6-4307-940b-177a167e520d","05484286","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОРАТІВСЬКА  ЛІКАРНЯ ПЛАНОВОГО ЛІКУВАННЯ "" ОРАТІВСЬКОЇ СЕЛИЩНОЇ РАДИ","Спеціалізована","Комунальна","orativ_crl@ukr.net","http://orativ.crl.org.ua","+380433021247, +380433021247","{засновник}","{""ОРАТІВСЬКА СЕЛИЩНА РАДА""}","Загальний","Марищук Ярослав Дмитрович","ВІННИЦЬКА","селище","0523155100","ОРАТІВ","Україна, 22600, Вінницька обл., Вінницький р-н, селище Оратів, вул.Пирогова, будинок 2","0523155100","ОРАТІВСЬКА","49.232704","28.456649"
"3be35014-9a00-4457-98ed-c1aa51bf4976","ФОП","Стеценко Юлія Михайлівна","Первинна","ФОП","jyaruso@ukr.net","","+380735555335","{NULL}","{NULL}","Не входить в спроможну мережу","Стеценко Юлія Михайлівна","КИЇВСЬКА","місто","3221282801","КАГАРЛИК","Україна, 09201, Київська обл., Обухівський р-н, місто Кагарлик, вул. Паркова, будинок 43","3221282800","ЗАЗИМСЬКА",NULL,NULL
"3bf83b09-22ca-4879-a9d5-eb68269f6a26","02000665","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТОВСТЕНСЬКА СЕЛИЩНА ЛІКАРНЯ"" ТОВСТЕНСЬКОЇ СЕЛИЩНОЇ РАДИ","Спеціалізована","Комунальна","tovsterkl@ukr.net","","+380355435138","{засновник}","{""ТОВСТЕНСЬКА СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Гуменюк Уляна Ярославівна","ТЕРНОПІЛЬСЬКА","селище","6122055500","ТОВСТЕ","Україна, 48630, Тернопільська обл., Чортківський р-н, селище Товсте, вул.Робітнича, будинок 1","6122055500","ТОВСТЕНСЬКА","48.846087","25.726085"
"3bfeed6e-680b-481e-8dce-167b53a79743","32032384","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕКОМЕТ""","Первинна","Приватна (без ФОП)","d.helsi.rmc@gmail.com","rmc.kh.ua","+380800500103","{засновник}","{""ЯРОВА МАРИНА ВАСИЛІВНА""}","Не входить в спроможну мережу","Ярова Марина Василівна","ХАРКІВСЬКА","місто","6310100000","ХАРКІВ","Україна, 61098, Харківська обл., місто Харків, ВУЛИЦЯ ПОЛТАВСЬКИЙ ШЛЯХ, будинок 152","6310100000","ХАРКІВСЬКА","49.983848","36.181755"
"3c136890-fb12-430b-9854-92caa548923c","22201472","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ВИШНІВСЬКА МІСЬКА ЛІКАРНЯ"" ВИШНЕВОЇ МІСЬКОЇ РАДИ БУЧАНСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ","Спеціалізована","Комунальна","hospital_vyshneve@ukr.net","","+380459855472","{засновник}","{""ВИШНЕВА МІСЬКА РАДА КИЄВО-СВЯТОШИНСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ"",""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) ЮРИДИЧНОЇ ОСОБИ ВІДСУТНІЙ У ВІДПОВІДНОСТІ ДО П.9 Ч.2 СТ.9 ЗУ \""ПРО ДЕРЖАВНУ РЕЄСТРАЦІЮ ЮРИДИЧНИХ ОСІБ, ФІЗИЧНИХ ОСІБ-ПІДПРИЄМЦІВ ТА ГРОМАДСЬКИХ ФОРМУВАНЬ\""""}","Загальний","Скригіна Наталія Олександрівна","КИЇВСЬКА","місто","3222410600","ВИШНЕВЕ","Україна, 08132, Київська обл., Бучанський р-н, місто Вишневе, вул.Машинобудівників, будинок 7","3222410600","ВИШНЕВА","50.394657","30.379469"
"3c19fe83-15b4-4740-9903-9218c4878a65","45687480","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Клінікідс""","Первинна","Приватна (без ФОП)","clinikidsua@gmail.com","","+380800887887","{засновник}","{""Богун Михайло Юрійович""}","Не входить в спроможну мережу","Богун Михайло Юрійович","ЗАПОРІЗЬКА","місто","2310100000","ЗАПОРІЖЖЯ","Україна, 69011, Запорізька обл., місто Запоріжжя, вул.Університетська, будинок 63, приміщення 5","2310100000","ЗАПОРІЗЬКА",NULL,NULL
"3c1a5afb-8bba-4989-ab6c-f34a329b005a","ФОП","ЧАЙКОВСЬКА ОЛЬГА ВОЛОДИМИРІВНА","Первинна","ФОП","chaikovskayolga13@gmail.com","","+380978141540","{NULL}","{NULL}","Не входить в спроможну мережу","Чайковська Ольга Володимирівна","ОДЕСЬКА","місто","5110100000","ОДЕСА","Україна, 65006, Одеська обл., місто Одеса, ВУЛИЦЯ ДАЛЕКОСХІДНА, будинок 34","5110100000","ОДЕСЬКА","46.493561","30.698458"
"3c3907d8-8bc7-4923-b5b6-dbc0deee68c8","37325796","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОВНОДІЛ""","Первинна","Приватна (без ФОП)","info@veselka.clinic","https://veselka.clinic","+380672108106","{засновник}","{""АКЦІОНЕРНЕ ТОВАРИСТВО \""ЗАКРИТИЙ НЕДИВЕРСИФІКОВАНИЙ ВЕНЧУРНИЙ КОРПОРАТИВНИЙ ІНВЕСТИЦІЙНИЙ ФОНД \""ЛАТЕРОН\"""",""ФЕДЕЧКО ОЛЕКСАНДР ЯРОСЛАВОВИЧ""}","Не входить в спроможну мережу","Матківський Андрій Юрійович","ЛЬВІВСЬКА","місто","4610100000","ЛЬВІВ","Україна, 79053, Львівська обл., місто Львів, ВУЛИЦЯ БОЙЧУКА, будинок 5, квартира 117","4610100000","ЛЬВІВСЬКА","49.813114","23.995396"
"3c84fe16-f468-4fee-9a4a-b75f34284fd9","ФОП","ЛЕЛЕКА ЗЛАТА ВОЛОДИМИРІВНА","Первинна","ФОП","leleka_zlata@ukr.net","","+380679442855","{NULL}","{NULL}","Не входить в спроможну мережу","Лелека Злата Володимирівна","М.КИЇВ","місто","3210500000","КИЇВ","Україна, 02068, місто Київ, ДРАГОМАНОВА ВУЛИЦЯ, будинок 6/1, квартира 151","3210500000","БОРИСПІЛЬСЬКА","50.416061","30.634121"
"3c8a968a-3696-4f1e-8f3f-ffacc7fd78fc","ФОП","Павленко Наталія Володимирівна","Первинна","ФОП","olgagurina24@gmail.com","","+380970896727","{NULL}","{NULL}","Не входить в спроможну мережу","Павленко Наталія Володимирівна","ПОЛТАВСЬКА","місто","5310400000","КРЕМЕНЧУК","Україна, 39631, Полтавська обл., місто Кременчук, пров. Княжий, будинок 12, квартира 134","5310400000","КРЕМЕНЧУЦЬКА",NULL,NULL
"3c8a9741-4e74-4059-b914-ce4b59343b9f","02000228","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОЩАНСЬКА БАГАТОПРОФІЛЬНА ЛІКАРНЯ""  ГОЩАНСЬКОЇ СЕЛИЩНОЇ РАДИ","Спеціалізована","Комунальна","goshacrl@gmail.com","https://hospitalgoscha.itmed.org/","+380968072245","{засновник}","{""ГОЩАНСЬКА СЕЛИЩНА РАДА"",""КІНЦЕВИЙ БЕНЕФІЦІАРНИЙ ВЛАСНИК (КОНТРОЛЕР) - ВІДСУТНІЙ""}","Загальний","Козяр-Грицак Галина Володимирівна","РІВНЕНСЬКА","селище","5621255100","ГОЩА","Україна, 35400, Рівненська обл., Рівненський р-н, селище Гоща, вул.Богомольця Олександра, будинок  1","5621255100","ГОЩАНСЬКА","50.600332","26.679702"
"3cb97d6f-45f9-469a-b780-0f739756a559","01984530","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ ""ЛЬВІВСЬКИЙ ОБЛАСНИЙ КЛІНІЧНИЙ ПСИХОНЕВРОЛОГІЧНИЙ ДИСПАНСЕР""","Спеціалізована","Комунальна","lokpnd@ukr.net","https://lokpnd.com.ua/","+380973800513, +380322751824","{засновник}","{""УПРАВЛІННЯ МАЙНОМ СПІЛЬНОЇ ВЛАСНОСТІ ЛЬВІВСЬКОЇ ОБЛАСНОЇ РАДИ""}","Не входить в спроможну мережу","Торопова Тереза Борисівна","ЛЬВІВСЬКА","місто","4610100000","ЛЬВІВ","Україна, 79017, Львівська обл., місто Львів, ВУЛИЦЯ КОЦИЛОВСЬКОГО, будинок 30","4610100000","ЛЬВІВСЬКА","49.829049","24.046416"
"3cbf98bc-2eca-4cb6-afbf-e72f999ab8ec","41428082","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПРОЛІСНЕНСЬКОЇ СЕЛИЩНОЇ РАДИ ЧУГУЇВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ","Первинна","Комунальна","chk.kp_cmsd@ukr.net","","+380506485940","{засновник}","{""ПРОЛІСНЕНСЬКА СЕЛИЩНА РАДА ЧУГУЇВСЬКОГО РАЙОНУ ХАРКІВСЬКОЇ ОБЛАСТІ""}","Не входить в спроможну мережу","Попов Володимир Ілліч","ХАРКІВСЬКА","селище","6325456700","ПРОЛІСНЕ","Україна, 63544, Харківська обл., Чугуївський р-н, селище Пролісне, вул.Макаренка Олександра, будинок 7, секція А","6325456700","ЧКАЛОВСЬКА","49.713364","36.926467"
"3cc05954-8254-42e5-b1a6-b720a70c3507","01995309","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БЛАГОВІЩЕНСЬКА ЛІКАРНЯ"" БЛАГОВІЩЕНСЬКОЇ МІСЬКОЇ РАДИ","Первинна","Комунальна","ul_likarnya@i.ua","","+380525922164","{засновник}","{""БЛАГОВІЩЕНСЬКА МІСЬКА РАДА""}","Загальний","Семко Леонід Михайлович","КІРОВОГРАДСЬКА","місто","3525510100","БЛАГОВІЩЕНСЬКЕ","Україна, 26400, Кіровоградська обл., Голованівський р-н, місто Благовіщенське, вул.Гуменюка Ореста, будинок 2","3525510100","БЛАГОВІЩЕНСЬКА",NULL,NULL
"3cc6338e-e510-47fa-b125-8a405d9c4cc2","45728542","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АМО МЕД""","Первинна","Приватна (без ФОП)","amomedical25@gmail.com","","+380931573060","{засновник}","{""Олійник Юрій Миколайович""}","Не входить в спроможну мережу","Кузнецова Анастасія Олександрівна","КИЇВСЬКА","місто","3222410600","ВИШНЕВЕ","Україна, 08132, Київська обл., Бучанський р-н, місто Вишневе, вул.Європейська, будинок 45","3222410600","ВИШНЕВА",NULL,NULL
"3ccedbb5-866e-4188-9296-3f90d62b4494","42754318","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ТОВАРИСТВО БРОВАРСЬКОЇ МІСЬКОЇ РАДИ БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ ""БРОВАРСЬКА СТОМАТОЛОГІЧНА ПОЛІКЛІНІКА""","Спеціалізована","Комунальна","42754318@ukr.net","","+380667554650","{засновник}","{""БРОВАРСЬКА МІСЬКА РАДА БРОВАРСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ""}","Не входить в спроможну мережу","Тесля Ірина Володимирівна","КИЇВСЬКА","місто","3210600000","БРОВАРИ","Україна, 07400, Київська обл., Броварський р-н, місто Бровари, б.Незалежності, будинок 10","3210600000","БРОВАРСЬКА","50.515949","30.799629"
"3cda4b69-bd12-474b-a23c-07dc082c9238","01995137","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГОЛОВАНІВСЬКА ЛІКАРНЯ"" ГОЛОВАНІВСЬКОЇ СЕЛИЩНОЇ РАДИ  ГОЛОВАНІВСЬКОГО РАЙОНУ КІРОВОГРАДСЬКОЇ ОБЛАСТІ","Спеціалізована","Комунальна","lik.golov@ukr.net","https://golovanivsk.crl.org.ua","+380525221603","{засновник}","{""ГОЛОВАНІВСЬКА СЕЛИЩНА РАДА""}","Кластерний","Ніколаєв Олександр Сергійович","КІРОВОГРАДСЬКА","селище","3521455100","ГОЛОВАНІВСЬК (КОЛИШНЄ СМТ. ГОЛОВАНІВСЬК)","Україна, 26500, Кіровоградська обл., Голованівський р-н, селище Голованівськ (колишнє смт. Голованівськ), вул.Незалежності, будинок 2","3521455100","ГОЛОВАНІВСЬКА","48.384357","30.462620"
"3d034927-e6c3-44f0-994c-d327bc5eed9d","01982554","КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""КАЛИНІВСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" КАЛИНІВСЬКОЇ МІСЬКОЇ РАДИ","Спеціалізована","Комунальна","kalinzrl@ukr.net","https://kalynivka-crl.itmed.org","+380433321233","{засновник}","{""КАЛИНІВСЬКА МІСЬКА РАДА""}","Загальний","ГОЛОВАЩЕНКО ВЛАДИСЛАВ СЕРГІЙОВИЧ","ВІННИЦЬКА","місто","0521610100","КАЛИНІВКА","Україна, 22400, Вінницька обл., Хмільницький р-н, місто Калинівка, вул.Медична, будинок 6","0521610100","КАЛИНІВСЬКА","49.448552","28.522656"
"3d118a51-2297-43ca-ad66-0d9164894e6e","45254699","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЦЕНТР СІМЕЙНОЇ МЕДИЦИНИ ТА ІНТЕГРОВАНИХ ПОСЛУГ ""КЛІНІКА СІМЕЙНОГО ЗДОРОВ'Я""","Первинна","Приватна (без ФОП)","fhclinic.reception@gmail.com","","+380955093043","{засновник}","{""ГОЛОВКО ВІКТОР ГРИГОРОВИЧ""}","Не входить в спроможну мережу","Головко Віктор Григорович","М.КИЇВ","місто","8000000000","КИЇВ","Україна, 03069, місто Київ, пр.Голосіївський, будинок 7, квартира 121","8000000000","КИЇВ","50.404043","30.520433"
"3d12fe6f-0715-4a9c-9e33-9ab1b72b040f","ФОП","Кравець Анатолій Вікторович","Первинна","ФОП","a.kravets73@gmail.com","","+380633003410","{NULL}","{NULL}","Не входить в спроможну мережу","Кравець Анатолій  Вікторович","М.КИЇВ","місто","3211000000","КИЇВ","Україна, 02140, місто Київ, вул.Гмирі Бориса, будинок 2, квартира 135","3211000000","ПЕРЕЯСЛАВСЬКА","50.394764","30.626390"
"3d218351-cd68-4eec-838a-0b8c787297dc","33578224","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ КАЛУСЬКОЇ МІСЬКОЇ  РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ""","Первинна","Комунальна","kalushlik@ukr.net","kalush-crl.if.ua","+380966951474","{засновник}","{""КАЛУСЬКА МІСЬКА РАДА""}","Кластерний","Мороз Ярослав Петрович","ІВАНО-ФРАНКІВСЬКА","місто","2610400000","КАЛУШ","Україна, 77312, Івано-Франківська обл., місто Калуш, ВУЛИЦЯ МЕДИЧНА, будинок 6","2610400000","КАЛУСЬКА","49.039374","24.427443"
"3d2b0eff-931b-45eb-8809-68a7cf6763f6","40247954","КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЄРКІВСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ"" ЄРКІВСЬКОЇ СЕЛИЩНОЇ РАДИ","Первинна","Комунальна","erky-amb2024@ukr.net","","+380474290208","{засновник}","{""ЄРКІВСЬКА СЕЛИЩНА РАДА""}","Не входить в спроможну мережу","Мельниченко Максим Ігорович","ЧЕРКАСЬКА","селище","7122255400","ЄРКИ","Україна, 20505, Черкаська обл., Звенигородський р-н, селище Єрки, вул.Чорновола В., будинок 7","7122255400","ЄРКІВСЬКА","49.072201","30.960828"
