uid,name,description,constituentDocUrl,homepage,headName,headPost,unitOfId,unitOfName,subUnitOfId,subUnitOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
102.1.7,Організаційний відділ,"Забезпечення взаємодії апарату райдержадміністрації із самостійними структурними підрозділами райдержадміністрації, підприємствами, установами, організаціями, які беруть участь у соціально-економічному розвитку район.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/orhanizatsiinyi-viddil,Кулаго Наталія Василівна,Заступник начальника відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,ov_desnrda@kyivcity.gov.ua,+380445485580,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.5,"Відділ оборонної роботи, мобілізаційної підготовки та мобілізації",Організація заходів з мобілізаційної підготовки та мобілізації і контроль за їх здійсненням на території Деснянського району міста Києва.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/sektor-z-pytan-mobilizatsiinoi-roboty,Іванченко Сергій Вікторович,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,somr_desnrda@kyivcity.gov.ua,+380445466111,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.4,Головний спеціаліст з питань запобігання та виявлення корупції,"Реалізація державної антикорупційної політики в Деснянській районній в місті Києві державній адміністрації, впровадження та реалізація заходів щодо запобігання та виявлення корупційних правопорушень, порушень пов'язаних з корупцією.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/sektor-z-pytan-zapobihannia-ta-vyiavlennia-koruptsii,Завадська Тетяна Миколаївна,Головний спеціаліст,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,scor_desnrda@kyivcity.gov.ua,+380445460839,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.8,"Управління будівництва, архітектури та землекористування","Забезпечення реалізації державної політики у сфері містобудування та архітектури на території району, в межах наданих повноважень.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-budivnytstva-arkhitektury-ta-zemlekorystuvannia,Мазур Юрій Анатолійович,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,ubaz_desnrda@kyivcity.gov.ua,+380445461278,null,null
102.9,Управління молоді та спорту,"Забезпечення реалізації державної політики у сфері молоді, фізичної культури та спорту; реалізація державної політики у сфері оздоровлення та відпочинку дітей та молоді Деснянського району міста Києва.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-u-spravakh-molodi-ta-sportu,Берегова Анастасія Вікторівна,В.о. начальника управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,drda_sms@kyivcity.gov.ua,+380445461831,"Пн-Чт 09:00-16:00, Пт 09:00-15:00",Перерва на обід: 12:00-12:45
102.1.12,Відділ адміністративно-господарського забезпечення,Матеріально-технічне забезпечення структурних підрозділів та обслуговування службових приміщень райдержадміністрації.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-administratyvno-hospodarskoho-zabezpechennia,Мельник Олег Миколайович,В.о. начальника відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vagz_desnrda@kyivcity.gov.ua,+380445477284,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.11,Відділ бухгалтерського обліку та звітності,Бухгалтерського обліку з використанням уніфікованої автоматизованої системи бухгалтерського обліку та звітності.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-bukhhalterskoho-obliku-ta-zvitnosti,Струговець Валентина Федорівна,В.о. начальника відділу бухгалтерського обліку та звітності-головний бухгалтер,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vboz_desnrda@kyivcity.gov.ua,+380445461308,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.17,Відділ економіки,Забезпечення реалізацію державної політики економічного і соціального розвитку.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-ekonomiky,Поліщук Світлана Іванівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,ve_desnrda@kyivcity.gov.ua,+380445462053,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.14,"Відділ інформаційних технологій, технічна підтримка працівників адміністрації, забезпечення кібербезпеки, адміністрування локальної мережі та інтернет-зв'язку",Управління та підтримка інформаційних систем.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-informatsiinykh-tekhnolohii,Пофатна Наталія Іванівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,desn.it@kyivcity.gov.ua,+380445467249,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.23,Відділ муніципальної безпеки,"Здійснення державного контролю за дотриманням підприємствами, установами та організаціями району правил, норм, стандартів у сфері цивільного захисту населення і територій від надзвичайних ситуацій техногенного та природного характеру.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-munitsypalnoi-bezpeky,Литвиненко Антон Андрійович,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vsn_desnrada@kyivcity.gov.ua,+380445460368,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.18,Відділ обліку та розподілу житлової площі,Реалізація державної політики у сфері забезпечення громадян житловою площею відповідно до ст. 47 Конституції України.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-obliku-rozpodilu-zhytlovoi-ploshchi-ta-pryvatyzatsii,Казмірчук Віктор Ігорович,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vozp_desnrda@kyivcity.gov.ua,+380445150992,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.24,Сектор охорони здоров'я,Забезпечення реалізації державної політики у сфері охорони здоров'я на території Деснянського району міста Києва.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-okhorony-zdorovia,Коцан Лариса Стефанівна,Начальник сектору,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,18-А,null,02225,Приймальня,voz_desnrda@kyivcity.gov.ua,null,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.10,Відділ організації діловодства та контролю виконавської дисципліни,"Контроль за веденням діловодства в апараті райдержадміністрації, структурних підрозділах Деснянської районної в місті Києві державної адміністрації.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-orhanizatsii-dilovodstva-ta-kontroliu-za-vykonavskoiu-dystsyplinoiu,Рибак Юлія Олександрівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vod_desnrda@kyivcity.gov.ua,+380445460751,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.6,Відділ організаційно-аналітичного забезпечення роботи голови,Підготовка необхідних інформаційних та аналітичних матеріалів з окремих питань щоденної роботи за дорученням голови райдержадміністрації.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-orhanizatsiino-analitychnoho-zabezpechennia-roboty-holovy,Максименко Лариса Василівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,voaz_desnrda@kyivcity.gov.ua,+380445453491,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.8,Відділ управління персоналом,Реалізація державної політики з питань управління персоналом у райдержадміністрації.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-upravlinnia-personalom,Лісовик Марія Миколаївна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vup_desnrda@kyivcity.gov.ua,+380445460719,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.15,Відділ ведення Державного реєстру виборців,Відділ ведення Державного реєстру виборців Деснянської районної в місті Києві державної адміністрації створений відповідно до Закону України «Про Державний реєстр виборців» розпорядженням голови Деснянської районної в місті Києві державної адміністрації від 21 вересня 2007 року №1405.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-vedennia-derzhavnoho-reiestru-vybortsiv,Кошова Вікторія Вікторівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vvdrv_desnrda@kyivcity.gov.ua,+380445482342,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.21,"Відділ з питань державної реєстрації юридичних осіб, фізичних осіб-підприємців","Включення відомостей про фізичну особу – підприємця до Єдиного державного реєстру юридичних осіб, фізичних осіб-підприємців та громадських формувань, державна реєстрація фізичної особи.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-z-pytan-derzhavnoi-reiestratsii-iurydychnykh-osib-fizychnykh-osib-pidpryiemtsiv,"Андрущак Леся Борисівна,",Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vr_desnrda@kyivcity.gov.ua,+380445482949,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.20,Відділ з питань майна комунальної власності,Забезпечення реалізації державної політики в сфері управління комунальним майном територіальної громади міста Києва на території Деснянського району.,https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-z-pytan-maina-komunalnoi-vlasnosti,Дятлова Ольга Германівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vm_desnrda@kyivcity.gov.ua,"+380445472071, +380445159416","Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.22,Відділ з питань реєстрації місця проживання/перебування фізичних осіб,"Формування та ведення Реєстру територіальної громади міста Києва у межах Деснянського району міста Києва, реєстрація та зняття з реєстрації місця проживання/перебування фізичних осіб у межах Деснянського району міста Києва.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-z-pytan-reiestratsii-mistsia-prozhyvannia-perebuvannia-fizychnykh-osib,Борецька Ганна Андріївна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vrmp_desnrda@kyivcity.gov.ua,+380445158160,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.19,Відділ з питань внутрішньої політики та зв'язків з громадськістю,"Аналіз суспільно-політичних процесів, що відбуваються у Деснянському районі міста Києва, розгляд питань, пов'язані з реалізацією внутрішньої політики, готує інформаційно-аналітичні матеріали.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-z-pytan-vnutrishnoi-polityky-zviazkiv-z-hromadskistiu-ta-zasobamy-masovoi-informatsii,Тадля Ірина Петрівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vvp_desnrda@kyivcity.gov.ua,+380445474263,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.13,Відділ роботи із зверненнями громадян,"Забезпечення громадянам необхідні умови для належного розгляду заяв, пропозицій, скарг з особистих питань, з питань державної влади та з інших питань.",https://desn.kyivcity.gov.ua/administratsiia/struktura,https://desn.kyivcity.gov.ua/struktura-viddily/viddil-z-pytan-zvernen-hromadian,Тимофєєва Марія Василівна,Начальник відділу,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,vrzg_desnrda@kyivcity.gov.ua,+380445478500,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.1.2,Головний спеціаліст з питань охорони праці,"Здійснює державний контроль за дотриманням підприємствами, установами та організаціями правил, норм, стандартів у межах визначених повноважень в галузі охорони праці.",https://desn.kyivcity.gov.ua/administratsiia/struktura,null,Литвинчук Сергій Володимирович,Головний спеціаліст,37415088,Деснянська районна в місті Києві державна адміністрація,102.1,Апарат Деснянської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,null,+380445461339,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.4,Фінансове управління,Забезпечення реалізації державної бюджетної політики на території Деснянського району міста Києва.,https://desn.kyivcity.gov.ua/struktura-viddily/finansove-upravlinnia,https://desn.kyivcity.gov.ua/struktura-viddily/finansove-upravlinnia,Ваврічина Валентина Микхайлівна,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,null,null,null,null,null,null,null,null,null
102.10,Управління освіти,Забезпечення реалізації державної політики у сфері освіти Деснянського району міста Києва.,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-osvity,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-osvity,Рожкова Людмила Михайлівна,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Миколи Закревського,15-А,null,02225,Приймальня,ruodesn.gov.ua,+380445466780,"Пн-Чт 09:00-16:00, Пт 09:00-15:00",Перерва на обід: 12:00-12:45
102.7,Управління житлово-комунального господарства,Забезпечує реалізацію державної політики у сфері житлово-комунального господарства на території Деснянського району міста Києва.,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-zhytlovo-komunalnoho-hospodarstva,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-zhytlovo-komunalnoho-hospodarstva,Рогатюк Юрій Петрович,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,ujkg_desnrda@kyivcity.gov.ua,+380445467658,"Пн-Чт 09:00-16:00, Пт 09:00-15:00",Перерва на обід: 12:00-12:45
102.5,Управління культури,"Основними завданнями Управління є забезпечення реалізації державної політики у сфері культури, туризму, охорони культурної спадщини, державної мовної політики, міжнаціональних відносин, релігії та захисту прав національних меншин на території Деснянського району міста Києва.",https://kyivaudit.gov.ua/vr/ka/company.nsf/(pdpredr)/37501627,https://desn.kyivcity.gov.ua/struktura-viddily/upravlinnia-kultury,Закомірний Ігор Миколайович,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Приймальня,ukul_desnrda@kyivcity.gov.ua,+380445159601,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Дні та години прийому: Пн 15:00-17:00. Перерва на обід: 12:00-12:45
102.3,Управління благоустрою та підприємництва,"Забезпечення реалізації державної політики у сфері здійснення контролю за благоустроєм, охороною навколишнього природного середовища, розвитку підприємництва та у сфері торгівлі, побутових послуг, а також транспортної інфраструктури на території Деснянського району міста Києва.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/10/2021/4/9/1.pdf,https://desn.kyivcity.gov.ua/,Юрченко Ігор Олегович,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Герасимчук Олександра Олександрівна,ubp_desnrda@kyivcity.gov.ua,+380445461055,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
102.11,Служба у справах дітей та сім'ї,"Реалізація державної політики з питань соціального захисту дітей, запобігання дитячій бездоглядності та безпритульності, вчиненню дітьми правопорушень.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/10/2023/4/5/183.pdf,https://desn.kyivcity.gov.ua/struktura-viddily/sluzhba-u-spravakh-ditei-ta-simi,Васільєва Оксана Володимирівна,Начальник служби,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,21-Г,null,02064,Приймальня,ssd_desnrda@kyivcity.gov.ua,+380445157576,"Пн-Чт 09:00-16:00, Пт 09:00-15:00",Перерва на обід: 12:00-12:45
102.6,Управління соціальної та ветеранської політики,"Управління соціальної та ветеранської політики Деснянської районної в місті Києві державної адміністрації - це структурний підрозділ райдержадміністрації (зі статусом юридичної особи публічного права), що реалізує державну соціальну та ветеранську політику.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/10/2024/820.pdf,null,Філоненко Анастасія Володимирівна,Начальник управління,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Миколи Закревського,87-Д,null,02064,Приймальня,usvp_desnrda@kyivcity.gov.ua,+380445301616,"Пн-Чт 09:00-16:00, Пт 09:00-15:00",Перерва на обід: 12:00-12:45
102.2,Управління (Центр) надання адміністративних послуг,"Управління (Центр) надання адміністративних послуг Деснянської районної в місті Києві державної адміністрації - це структурний підрозділ райдержадміністрації (юридична особа публічного права), в якому надаються адміністративні послуги через адміністраторів, шляхом їх взаємодії з суб'єктами надання адміністративних послуг. Завданням Управління є надання адміністративних послуг у найкоротший строк та за мінімальної кількості відвідувань суб'єктів звернень; спрощення процедури отримання адміністративних послуг, визначення та вжиття заходів щодо підвищення рівня якості їх надання; забезпечення інформування суб'єктів звернень про вимоги та порядок надання адміністративних послуг, що надаються через адміністратора; забезпечення процесу автоматизації прийому документів та надання адміністративних послуг шляхом використання інформаційних систем та систем електронного документообігу.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/10/uploaded-files/%20%D0%94%D0%B5%D1%81%D0%BD%20%D0%A6%D0%9D%D0%90%D0%9F.pdf,"https://desn.kyivcity.gov.ua/tsnap, https://kyivcnap.gov.ua/",Володіна Наталія Ансибулівна,Начальник управління - адміністратор,37415088,Деснянська районна в місті Києві державна адміністрація,102,Деснянська районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Червоної Калини,29,null,02225,Відділ з питань організаційного забезпечення,cnap_desnrda@kmda.gov.ua,+380445469900,Пн-Пт 09:00-18:00,null
103,Дніпровська районна в місті Києві державна адміністрація,"Дніпровська РДА є місцевим органом виконавчої влади і входить до системи органів виконавчої влади. Адміністрація будує свою роботу на засадах верховенства права, законності, персональної відповідальності, пріоритетності прав людини, оприлюднення, поєднання державних, загальноміських інтересів.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/11/uploaded-files/2024/04/25/reglam.pdf,https://dnipr.kyivcity.gov.ua/,Паладій Андрій Миколайович,Голова,null,null,null,null,UA80000000000093317,Україна,місто Київ,null,null,Київ,бульв. Івана Котляревського,1/1,null,02094,Приймальня,rda.dniprovska@kyivcity.gov.ua,+380445732750,"Пн-Чт 08:00-17:00, Пт 08:00-15:45","Оообистий прийом: 1, 3 понеділок місяця з 13.30 до 15.00; перерва на обід: 12:00-12:45"
103.1.23,Сектор з питань охорони праці,Забезпечення реалізації державної політики у сфері охорони праці стосовно пріоритетності життя та здоров'я працівників.,https://media-stg.kyivcity.gov.ua/kyivcity/sites/11/uploaded-files/2024/01/1/001-2020.pdf,https://dnipr.kyivcity.gov.ua/administratsiia/strukturni-pidrozdily/sektor-z-pytan-okhorony-pratsi,Марек Оксана Вікторівна,Завідувач сектору,37203257,Дніпровська районна в місті Києві державна адміністрація,103.1,Апарат Дніпровської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,бульв. Івана Котляревського,1/1,null,02094,Марек Оксана Вікторівна,oksana.marek@kyivcity.gov.ua,+380443665140,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.1.13,Відділ ведення Державного реєстру виборців,Ведення персоніфікованого обліку виборців.,https://media-stg.kyivcity.gov.ua/kyivcity/sites/11/uploaded-files/2024/01/2/143.pdf,https://dnipr.kyivcity.gov.ua/administratsiia/strukturni-pidrozdily/viddil-vedennia-derzhavnoho-reiestru-vybortsiv,Шаміна Людмила Валеріївна,Начальник відділу,37203257,Дніпровська районна в місті Києві державна адміністрація,103.1,Апарат Дніпровської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,бульв. Івана Котляревського,1/1,null,02094,Шаміна Людмила Валеріївна,liudmyla.shamina@kyivcity.gov.ua,"+380443665123, +380443665124","Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.1.11,Відділ з питань адміністративно-господарського забезпечення та закупівель,"Забезпечення господарського обслуговування і належного стану майна у відповідності з правилами і нормами виробничої санітарії, пожежної безпеки споруд і приміщень.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/11/uploaded-files/2024/01/2/539.pdf,https://dnipr.kyivcity.gov.ua/administratsiia/strukturni-pidrozdily/viddil-z-pytan-administratyvno-hospodarskoho-zabezpechennia-ta-zakupivel,Говорун Сергій Миколайович,Начальник відділу,37203257,Дніпровська районна в місті Києві державна адміністрація,103.1,Апарат Дніпровської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,бульв. Івана Котляревського,1/1,null,02094,Говорун Сергій Миколайович,sergii.govozun@kyivcity.gov.ua,+380443665120,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.1.10,Відділ бухгалтерського обліку і звітності,"Забезпечення бухгалтерського обліку і звітності, виконання кошторису видатків райдержадміністрації.",https://media-stg.kyivcity.gov.ua/kyivcity/sites/11/uploaded-files/2024/01/2/buhgalter.pdf,https://dnipr.kyivcity.gov.ua/administratsiia/strukturni-pidrozdily/viddil-bukhhalterskoho-obliku-i-zvitnosti,Осінська Лариса Василівна,Начальник відділу,37203257,Дніпровська районна в місті Києві державна адміністрація,103.1,Апарат Дніпровської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,бульв. Івана Котляревського,1/1,null,02094,Осінська Лариса Василівна,larysa.osinska@kyivcity.gov.ua,"+380443665119, +380443665117, +380443665118","Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
103.1.14,Відділ інформаційних технологій,Організація впровадження розвитку електронного урядування та захисту інформації в апараті Дніпровської районної в місті Києві державної адміністрації.,https://media-stg.kyivcity.gov.ua/kyivcity/sites/11/uploaded-files/2024/01/2/it.pdf,https://dnipr.kyivcity.gov.ua/administratsiia/strukturni-pidrozdily/viddil-informatsiinykh-tekhnolohii,Крижанівський Віталій Миколайович,Начальник відділу,37203257,Дніпровська районна в місті Києві державна адміністрація,103.1,Апарат Дніпровської районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,бульв. Івана Котляревського,1/1,null,02094,Крижанівський Віталій Миколайович,vitalii.kryzhanivsky@kyivcity.gov.ua,+380443665126,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
