uid,name,gender,positionName,unitId,unitName,orgId,orgName,img,homepage,socialAccount,telephone,email,openingHours,availabilityRestriction
107.5-1,Шпак Юлія Валеріївна,2,Начальник управління,107.5,Управління (Центр) надання адміністративних послуг,37395418,Святошинська районна в місті Києві державна адміністрація,https://kyivcnap.gov.ua/OneStopShops/Details/c61f7ad2-ca07-47b5-8082-bee50f261ca6,https://svyat.kyivcity.gov.ua/administratsiia/struktura/strukturni-pidrozdily-raionnoi-v-misti-kyievi-derzhavnoi-administratsii-z-pravom-iurydychnoi-osoby/upravlinnia-tsentr-nadannia-administratyvnykh-posluh,null,+380442992370,cnapsrda@kyivcity.gov.ua,Пн-Пт 09:00-18:00,null
107.6-1,Стародубова Олена Борисівна,2,Начальник відділу,107.6,Відділ культури,37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,+380444248415,culture.sv@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",null
107.7-1,Серб Оксана Сергіївна,2,Начальник управління,107.7,Управління житлово-комунального господарства,37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,null,null,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
107.8-1,Кучерявий Андрій Михайлович,1,Начальник управління,107.8,"Управління будівництва, архітектури та землекористування",37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,+380444242514,ubazsrda@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
107.9-1,Солосіч Антоніна Анатоліївна,2,Начальник управління,107.9,Фінансове управління,37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,+380444500717,37498625@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
107.10-1,Татарченко Валентин Михайлович,1,Начальник управління,107.10,Управління молоді та спорту,37395418,Святошинська районна в місті Києві державна адміністрація,null,null,null,+380444270530,rums.srda@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
108-1,Мовенко Сергій Олександрович,1,Голова,108,Солом'янська районна в місті Києві державна адміністрація,37378937,Солом'янська районна в місті Києві державна адміністрація,null,https://solom.kyivcity.gov.ua/persons/sergiy-movenko,null,null,grda204a@gmail.com,"Пн-Чт 08:00-17:00, Пт 08:00-15:45","Перерва на обід: 12:00-12:45, прийом: Ср 15:00-17:00"
108.1-1,Думенко Наталія Дмитрівна,2,Керівник апарату,108.1,Апарат Солом'янської районної в місті Києві державної адміністрації,37378937,Солом'янська районна в місті Києві державна адміністрація,null,https://solom.kyivcity.gov.ua/persons/nataliya-dumenko,null,+380442070920,sofiia.dunaievska@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
108.2-1,Сидорчук Андрій Юрійович,1,Начальник управління,108.2,Управління житлово-комунального господарства та будівництва,37378937,Солом'янська районна в місті Києві державна адміністрація,null,https://solom.kyivcity.gov.ua/upravlinnia-zhytlovo-komunalnoho-hospodarstva-ta-budivnytstva,null,+380442073939,ujkg_solor@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
108.3-1,Давиденко Вікторія Вікторівна,2,Начальник служби,108.3,Служба у справах дітей та сім'ї,37378937,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380442494761,ssd_solor@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
108.4-1,Соколова Ірина Іллівна,2,В.о. начальника управління,108.4,Управління культури,37485417,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380442070991,culture_solor@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45","Перерва на обід: 12:00-12:45, прийом: Чт 10:00-15:00"
108.5-1,Шахрай Тетяна Анатоліївна,2,Начальник управління,108.5,Управління соціальної та ветеранської політики,37485511,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380442073900,solomuszn3009@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45","Перерва на обід: 12:00-12:45, прийом: Вт, Чт 10:00-12:00"
108.6-1,Бондаренко Людмила Михайлівна,2,Начальник управління,108.6,Управління (Центр) надання адміністративних послуг,37378937,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380442070926,cnap_solor@kyivcity.gov.ua,Пн-Сб 09:00-18:00,null
108.7-1,Єлістратова Юлія Сергіївна,2,Начальник управління,108.7,Управління молоді та спорту,37378937,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380442070910,ums_solor@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
108.8-1,Ужицький Віктор Брониславович,1,Начальник управління,108.8,Управління освіти,37378937,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380442422171,viktor.uzhytskyi@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
108.9-1,Аністратенко Олена Олександрівна,2,Начальник управління,108.9,Фінансове управління,37378937,Солом'янська районна в місті Києві державна адміністрація,null,null,null,+380502070946,finsolom@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109-1,Сазанович Олександр Романович,1,Голова,109,Шевченківська районна в місті Києві державна адміністрація,37405111,Шевченківська районна в місті Києві державна адміністрація,null,https://shev.kyivcity.gov.ua/persons/oleksandr-sazanovich,null,null,null,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.1-1,Царан Віталій Павлович,1,Керівник апарату,109.1,Апарат Шевченківської районної в місті Києві державної адміністрації,37405111,Шевченківська районна в місті Києві державна адміністрація,null,https://shev.kyivcity.gov.ua/persons/caran-vitaliy,null,+380443665888,null,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.2-1,Макошко Леся Валентинівна,2,Начальник управління,109.2,Управління культури,37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380442356293,lesia.makoshko@shev.kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.3-1,Ярова Євгенія Валентинівна,2,Начальник управління,109.3,Управління освіти,37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380444890250,priyom.shevruo@kyivcity.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.4-1,Скляренко Тетяна Олександрівна,2,В.о. начальника Управління (Центру),109.4,Управління (Центр) надання адміністративних послуг,37405111,Шевченківська районна в місті Києві державна адміністрація,null,https://shev.kyivcity.gov.ua/upravlinnia-tsentr-nadannia-administratyvnykh-posluh?v=661d2f795ed05,https://www.facebook.com/profile.php?id=100093229599570,+380443665869,cnap@shev.kmda.gov.ua,Пн-Сб 09:00-18:00,null
109.5-1,Давиденко Віктор Іванович,1,Начальник управління,109.5,Управління соціальної та ветеранської політики,37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380443665810,ruszn@snev.kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",null
109.6-1,Михайлова Дар'я Олександрівна,2,В.о. начальника управління,109.6,"Управління містобудування, архітектури та землекористування",37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380444009789,null,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.7-1,Даруга Олександр Іванович,1,Начальник управління,109.7,Управління житлово-комунального господарства,37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380442344536,ujkgshevch@shev.kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.8-1,Дмитренко Олександр Миколайович,1,Начальник служби,109.8,Служба у справах дітей та сім'ї,37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380442309300,ssds@shev.kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.9-1,Лозко Сергій Васильович,1,Начальник управління,109.9,Фінансове управління,37405111,Шевченківська районна в місті Києві державна адміністрація,null,null,null,+380444820010,Serhii.Lozko@shev.kmda.gov.ua,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
109.10-1,Вязіна Ольга Миколаївна,2,Начальник управління,109.10,Управління молоді та спорту,37405111,Шевченківська районна в місті Києві державна адміністрація,null,https://shev.kyivcity.gov.ua/viddil-molodi-ta-sportu?v=661d301f4e1b0,https://www.facebook.com/profile.php?id=61552735361491,+380443665913,shevsport_molod@ukr.net,"Пн-Чт 08:00-17:00, Пт 08:00-15:45",Перерва на обід: 12:00-12:45
