id,name,description,constituentDocUrl,homepage,socialAccount,logo,headName,headPost,subOrgOfId,subOrgOfName,CATUTTC,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressThoroughfare,addressLocatorDesignator,addressLocatorName,addressPostCode,contactPointName,contactPointEmail,contactPointTelephone,openingHours,availabilityRestriction
26064256,Дарницький районний в місті Києві центр соціальних служб,"Заклад є надавачем соціальних послуг сім'ям/особам, які опинилися в складних життєвих обставинах",https://media-stg.kyivcity.gov.ua/kyivcity/sites/9/87999.pdf,https://darn.kyivcity.gov.ua/struktura/darnytskyi-raionnyi-v-misti-kyievi-tsentr-sotsialnykh-sluzhb,https://www.facebook.com/darnsoc/,null,Смирнов Сергій Львович,Директор,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Сімферопольська,7/2,null,02096,Приймальна,darn-csssdm@ kyivcity.gov,+380445671200,Пн-Пт з 08:00-17:00,Перерва на обід: 12:00-12:45
26125472,Культурно-мистецький центр Дарницького району м. Києва,"Установа надає послуги у сфері культури, а саме: - створення та організація роботи клубних формувань: колективів, студій та гуртків, народних театрів, любительських об'єднань і клубів за інтересами; організація та проведення виставок, фестивалів, концерті",null,http://kmcdr.kiev.ua/,https://www.facebook.com/kmcdarnica,null,Туркеня Інна Григорівна,Директор,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Сімферопольська,3/2,null,02096,Приймальна,kmcentr5649993@gmail.com,+380445649993,Пн-Пт з 10:00-19:00,Перерва на обід: 13:00 до 14:00
26125803,Центральна районна бібліотека ім. В.Стуса,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, координує діяльність бібліотек – філій Централізованої бібліотечної системи",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua,https://www.facebook.com/libs.darnitsa,null,Головата Оксана Володимирівна,Директор,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Здолбунівська,3,null,02081,Приймальна,librerydar@gmail.com,+380445743428,null,null
26125803,Публічна бібліотека № 160 сімейного читання,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/-160/publichna-biblioteka-simeynoho-chytannia-160/,https://www.facebook.com/Library160,null,Собко Анна Іванівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Петра Григоренка,22/20,null,02081,Приймальна,books_160@ukr.net,+380445753511,null,null
26125803,Публічна бібліотека ім. Г.Квітки-Основ'яненка,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/publichna-biblioteka-im-h-kvitky-osnov-ianenka/,https://www.facebook.com/profile.php?id=100008259666827,null,Кареліна Вікторія,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Завальна,1-В,null,02132,Приймальна,kvitka2016@bigmir.net,null,null,null
26125803,Бібліотека № 159,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-159/,https://www.facebook.com/art.library159,null,Мироненко Галина Василівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Геннадія Афанасьєва,18,null,02099,Приймальна,library159@ukr.net,+380445764711,null,null
26125803,Бібліотека № 157,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-157-dlia-ditey/,https://www.facebook.com/biblioteka157kyiv,null,Юхименко Людмила Василівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Архітектора Вербицького,9-І,null,02091,Приймальна,library157@bigmir.net,+380445626420,null,null
26125803,Бібліотека № 143 сімейного читання,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-simeynoho-chytannia-143-2/,https://www.facebook.com/profile.php?id=100064977385493,null,Перчикова Любов Степанівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Євгена Харченка,39-А,null,02088,Приймальна,biblioteka-143@ukr.net,+380445648167,null,null
26125803,Бібліотека № 133,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-133/,https://www.facebook.com/library133,null,Іваненко Клавдія Григорівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Анни Ахматової,5,null,02068,Приймальна,133ua@ukr.net,+380445651638,null,null
26125803,Бібліотека № 117 для дітей,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-117-dlia-ditey/,https://www.facebook.com/profile.php?id=100091913195870,null,Власюк Світлана Миколаївна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Миколи Бажана,32-А,null,02140,Приймальна,117biblioteka@gmail.com,+380445730070,null,null
26125803,Бібліотека ім. Ю.Смолича,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/samoluha/1802-2/,https://www.facebook.com/smolychalibs,null,Хорошун Лариса Володимирівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Здолбунівська,3-А,null,02081,Приймальна,smolychalibs@ukr.net,+380445749636,null,null
26125803,Бібліотека ім. С.Руданського,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-im-s-rudansokoho/,https://www.facebook.com/profile.php?id=100079651476973,null,Кучак Наталія Сергіївна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Привокзальна,12,null,02096,Приймальна,libertyrudanskogo@gmail.com,+380445649783,null,null
26125803,Бібліотека ім. М. Руденка,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/-/biblioteka-im-mykoly-rudenka/,https://www.facebook.com/profile.php?id=100063516690732,null,Братікова Ірина Григорівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Ревуцького,6,null,02068,Приймальна,bib156@i.ua,+380445626418,null,null
26125803,Бібліотека ім. Грицька Бойка,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-dlia-ditey-im-z-kosmodem-ianskoi/,https://www.facebook.com/profile.php?id=100083221875989,null,Лазебник Наталія Олександрівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Вереснева,9,null,02099,Приймальна,libraryzoya@ukr.net,+380445661779,null,null
26125803,Бібліотека ім. А.Чехова,"Установа надає наступні послуги: здійснює довідково – бібліографічне й інформаційне обслуговування користувачів, забезпечує доступ користувачів до світових інформаційних ресурсів, здійснює широку популяризацію книги з метою формування та задоволення духовних потреб",https://kmr.gov.ua/sites/default/files/3246-19.pdf,https://cbsdarniza.kiev.ua/biblioteka-im-a-chekhova/,https://www.facebook.com/chehovlibary,null,Шарафаненко Вікторія Валентинівна,Завідувач бібліотекою,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Поліська,22,null,02093,Приймальна,achehov@ukr.net,+380445679196,null,null
26188366,Будинок дитячої та юнацької творчості «Дивоцвіт» Дарницького району м. Києва,Надання освітніх послуг,https://www.dyvotsvit.com.ua/core/upl_images/files/STATUT(2).pdf,https://www.dyvotsvit.com.ua/rus/top/pronas,https://www.facebook.com/groups/1949791511943471?locale=uk_UA,null,Лук`янюк Надія Володимирівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Архітектора Вербицького,4-Б,null,02068,Директор,dyvotsvit-pzo@kyivcity.gov.ua,+380507274124,"Вт з 08:00-12:00, Чт з 12:45-17:00",null
26189325,Дитячо-юнацький центр Дарницького району м. Києва,Надання освітніх послуг,https://www.duc.org.ua/wp-content/uploads/2022/04/STATUT.pdf,https://www.duc.org.ua/,https://www.facebook.com/groups/2161396484099248,null,Білошапка Олександр Віталійович,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Геннадія Афанасьєва,14,null,02000,Директор,centr_dt@ukr.net,+380677376359,"Вт з 08:00-12:00, Чт з 12:45-17:00",null
26200400,Початкова школа № 295 Дарницького району м. Києва,Заклад загальної середньої освіти надає послуги з початкової загальної середньої освіти,http://school-295.inet.ua/node/153,http://school-295.inet.ua/,null,null,Кашуба Ольга Олексіївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Кошиця,6,null,02068,Приймальна,school295@i.ua,+380445759189,Пн-Пт з 08:00-18:00,null
30300749,Комунальне некомерційне підприємство «Центр первинної медико-санітарної допомоги № 3 Дарницького району м. Києва»,"Надання первинної медичної допомоги та здійснення управління медичним обслуговуванням населення, що проживає на території міста Києва, а також вжиття заходів з профілактики захворювань населення та підтримки громадського здоров'я",null,null,https://www.facebook.com/cpmsd3darn/,null,Лук'янчук Ірма Володимирівна,Директор,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,шосе Харківське,121,null,02091,Приймальна,darn-cpmsd3@kyivcity.gov.ua,+380445639656,Пн-Пт з 08:00-20:00,null
30386433,Заклад дошкільної освіти (ясла-садок) комбінованого типу № 132 Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://drive.google.com/file/d/1uBZI2JqKiF-3auoB9v5Ctr1B-3VHX4tG/view?usp=sharing,https://dnz132.kyiv.ua/,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-132,null,Підопригора Валентина Олександрівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Бориса Гмирі,3-А,null,02140,Директор,sad132kiev@gmail.com,+380445729035,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
30386454,Заклад дошкільної освіти (ясла-садок) № 160 Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://drive.google.com/file/d/1b5SYsqa4aECMsJIPbvdODGGSYN3vpqn0/view?usp=sharing,null,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-160,null,Біда Наталія Вікторівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Анни Ахматової,11-А,null,02068,Директор,sado4ok149@gmail.com,+380445709038,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
31117791,Заклад дошкільної освіти (ясла-садок) № 210 Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://docs.google.com/document/d/18nnDfgyHRU3yA5iN3ECl6-2Fd70fWHH6/edit?usp=sharing&ouid=112077212175701214188&rtpof=true&sd=true,http://www.zdo210.kyiv.ua,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-210,null,Олійник Тамара Василівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Срібнокільська,14-Б,null,02095,Директор,dnzosokorky@gmail.com,+380445748004,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
31722818,Комунальне підприємство «Шляхово-експлуатаційне управління по ремонту та утриманню автомобільних шляхів та споруд на них Дарницького району» м. Києва,"Ремонт та утримання доріг, прибирання підземних переходів, тротуарів, проїжджої частини тощо",https://kyivavtodor.kyivcity.gov.ua/files/2024/7/2/2.pdf,null,null,null,Круценко Володимир Іванович,Начальник,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Кам'янська,130,null,02121,Приймальна,sheu.dr.info@kyivcity.gov.ua,+380445639457,Пн-Чт з 08:30-17:30; Пт з 08:30 -16:15,Перерва на обід: 13:00-13:45
31723240,Комунальне підприємство «Позняки-Інвест-УКБ»,"Провадить діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",null,null,null,null,Москвичов Олег Миколайович,Директор,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Ялтинська,5-Б,null,02096,Приймальна,darn-pozninv@kyivcity.gov.ua,+380445674606,Вт-Чт з 09:00-12:00,null
33054613,Центр сім'ї Дарницького району міста Києва,"Провадить діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих сферах",https://media-stg.kyivcity.gov.ua/kyivcity/sites/9/2024/Statut2024/k.pdf,https://darn.kyivcity.gov.ua/struktura/tsentr-simi-darnytskoho-raionu-mista-kyieva?,https://www.facebook.com/profile.php?id=100011206754490,null,Костюк Наталія Іванівна,Директор,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Ялтинська,14,null,02096,Приймальна,family-darn@kyivcity.gov.ua,+380445668679,Пн-Пт з 08:00-17:00,Перерва на обід: 12:00-12:45
33099434,Загальноосвітній навчальний заклад І-ІІІ ступенів Скандинавська гімназія,"Заклад загальної середньої освіти надає послуги з початкової, базової та повної загальної середньої освіти",http://scandy.kyiv.ua/statut-gimnaziyi.html,http://scandy.kyiv.ua/,https://www.facebook.com/scandy.ua/,null,Пушкарьова Тетяна Едуардівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Бориса Гмирі,3-Б,null,02140,Приймальна,scandy_edu@ukr.net,+380445772326,Пн-Пт з 08:00-18:00,null
33882032,Територіальний центр соціального обслуговування (надання соціальних послуг) Дарницького району міста Києва,"Виявлення громадян похилого віку, інвалідів, хворих (з числа осіб працездатного віку на період до встановлення їм групи інвалідності, але не більше як чотири місяці), які не здатні до самообслуговування і потребують постійної сторонньої допомоги, громад",https://kyivaudit.gov.ua/vr/ka/company.nsf/0/487382bcab9d23fec2258bb200402588/$FILE/%D0%9F%D0%9E%D0%9B%D0%9E%D0%96%D0%95%D0%9D%D0%9D%D0%AF%202021.pdf,https://darn.kyivcity.gov.ua/struktura/terytorialnyi-tsentr-sotsialnoho-obsluhovuvannia-nadannia-sotsialnykh-posluh,https://www.facebook.com/profile.php?id=61559961151416,null,Дорошенко Валентина Григорівна,Директор,37447984,Управління соціальної та ветеранської політики Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Архітектора Вербицького,9-І,null,02091,Приймальна,drda-tsco@kyivcity.gov.ua,+380445640822,Пн-Чт з 08:00-17:00; Пт з 8:00-16:45,Перерва на обід: 12:00-12:45
34840585,Комунальне підприємство «Дарницький медичний центр»,"Головною метою діяльності підприємства є надання кваліфікованої, доступної медичної допомоги населенню, провадження виробничо-господарської, фінансово-економічної та комерційної діяльності для отримання прибутку",null,null,null,null,Закордонець Роман Михайлович,Директор,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,шосе Харківське,121,null,02091,Приймальна,roman.zakordonets@kyivcity.gov.ua,+380445631883,Пн-Пт з 08:00-20:00,null
35510839,Заклад дошкільної освіти (дитячий садок) № 215 ім. Тимофія Лубенця Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://drive.google.com/file/d/1WR3Lhdn5epdgQViGkr58WVNLJ0w90Fne/view?usp=sharing,null,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-215,null,Губченко Ганна Миколаївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Урлівська,3-Г,null,02095,Директор,Veselka09@ukr.net,+380445738970,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
35618075,Спеціалізована загальноосвітня школа І-ІІІ ступенів з поглибленим вивченням іноземних мов № 329 «Логос» імені Георгія Гонгадзе,"Заклад загальної середньої освіти надає послуги з початкової, базової та повної загальної середньої освіти",null,https://logos329.kiev.ua/,https://www.facebook.com/pages/%D0%A8%D0%BA%D0%BE%D0%BB%D0%B0-329-%D0%9B%D0%BE%D0%B3%D0%BE%D1%81/296933420469328,null,Прутас Андрій Вікторович,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Урлівська,19-Б,null,02095,Приймальна,logos_329@ukr.net,+380442932216,Пн-Пт з 08:00-18:00,null
36058150,Заклад дошкільної освіти (дитячий садок) № 245 «Перевесло» Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://docs.google.com/document/d/1E3z5emBNPb97WtnsBc3h04CzFN5HkOYI/edit?usp=sharing&ouid=112077212175701214188&rtpof=true&sd=true,null,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-245,null,Лесик Марія Андріївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Урлівська,19-А,null,02081,Директор,pereveslo_245@ukr.net,+380445775533,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
36058605,Дитяча школа мистецтв № 9 Дарницького району м. Києва,"Установа надає наступні освітні послуги: на бюджетному відділенні проводиться навчання за напрямами: «Музичне мистецтво», «Хореографічне мистецтво», «Образотворче мистецтво», термін навчання: на елементарному підрівні - 4(3) роки, на базовому (середньому",null,null,https://www.facebook.com/DSHM2008,null,Богданова Тетяна Станіславівна,Директор,37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Євгена Харченка,47,null,02088,Приймальна,raiduga9@ukr.net,+380445648401,Пн-Пт з 08:00-20:00,null
36215000,Заклад дошкільної освіти (ясла-садок) № 100 «Казка» Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://drive.google.com/file/d/1o_qgfHO0g01PFDhnLn078tCWKnAhelyO/view?usp=sharing,null,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-100,null,Дралюк Яна Миколаївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Урлівська,21-В,null,02081,Директор,dnz100kazka@ukr.net,+380442904214,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
37448113,Школа І-ІІІ ступенів №280 Дарницького району м. Києва,"Заклад загальної середньої освіти надає послуги з початкової, базової та повної загальної середньої освіти",https://school280.kyiv.ua/%d1%81%d1%82%d0%b0%d1%82%d1%83%d1%82-%d1%88%d0%ba%d0%be%d0%bb%d0%b8/,https://school280.kyiv.ua/,https://www.facebook.com/profile.php?id=100042693471223,null,Конобась Інна Анатоліївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Євгена Харченка,23-Б,null,02088,Приймальна,znz280@ukr.net,+380445648060,Пн-Пт з 08:00-18:00,null
37448113,Спеціалізована загальноосвітня школа І-ІІІ ступенів № 274 з поглибленим вивченням іноземної мови,"Заклад загальної середньої освіти надає послуги з початкової, базової та повної загальної середньої освіти",https://schooltime274.wixsite.com/mysite/statut-shkoli-ta-licenziya-na-diyal,https://schooltime274.wixsite.com/mysite,https://www.facebook.com/people/%D0%A1%D0%97%D0%A8-274-Kyiv/100057074425007/?ref=embed_page,null,Новосядла Олена Миколаївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,шосе Харківське,168-І,null,02091,Приймальна,sh274ua@gmail.com,+380445644775,Пн-Пт з 08:00-18:00,null
37448129,Відділ культури Дарницької районної в місті Києві державної адміністрації,"Забезпечує реалізацію державної політики на території Дарницького району міста Києва у сфері культури і мистецтва, туризму та охорони культурної спадщини, позашкільної освіти (початкової мистецької освіти), клубної та бібліотечної справи, релігії",https://media-stg.kyivcity.gov.ua/kyivcity/sites/9/_347%20%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%B0.pdf,https://darn.kyivcity.gov.ua/struktura/viddil-kultury,https://www.facebook.com/profile.php?id=100064837839149,null,Мельчук Наталія Юріївна,Начальник відділу,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Олександра Кошиця,11,null,02068,Приймальна,darn-kult@kyivcity.gov.ua,+380445649033,Пн-Чт з 08:00-17:00; Пт з 8:00-15:45,Перерва на обід: 12:00-12:45
38138802,Київська інженерна гімназія,Заклад загальної середньої освіти надає послуги з базової та повної загальної середньої освіти,http://kig.kyiv.ua/about/about-kig/208-kiyivska-nzhenerna-gmnazya.html,http://kig.kyiv.ua/,https://www.facebook.com/p/%D0%9A%D0%B8%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B0-%D1%96%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%BD%D0%B0-%D0%B3%D1%96%D0%BC%D0%BD%D0%B0%D0%B7%D1%96%D1%8F-100057018566737/,null,Рудей Дмитро Юрійович,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Княжий Затон,12-А,null,02095,Приймальна,new-school@ukr.net,+380442932232,Пн-Пт з 08:00-18:00,null
38266365,Комунальне некомерційне підприємство «Центр первинної медико-санітарної допомоги № 2» Дарницького району м. Києва,"Надання первинної медичної допомоги та здійснення управління медичним обслуговуванням населення, що проживає на території міста Києва, а також вжиття заходів з профілактики захворювань населення та підтримки громадського здоров'я",null,https://darnpmsd2.itmed.org/,https://www.facebook.com/knpzpmcd2darniza,null,Відділ роботи із зверненнями громадян апарату,Директор,37388222,Дарницька районна в місті Києві державна адміністрація,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Архітектора Вербицького,5,null,02091,Приймальна,darn-cpmsd2@kyivcity.gov.ua,+380445630651,Пн-Пт з 08:00-20:00,null
38526773,Заклад дошкільної освіти (ясла-садок) № 21 Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://drive.google.com/file/d/17XNk-YduK5iMvPIxTn2mKdzBavX8O1e_/view?usp=sharing,null,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-21,null,Стадничук Оксана Іванівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Бориса Гмирі,2-Г,null,02140,Директор,sadochok21@ukr.net,+380687936937,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
38526789,Заклад дошкільної освіти (ясла-садок) № 550 Дарницького району м. Києва,Надання послуг у сфері дошкільної освіти,https://docs.google.com/document/d/10lxtid9ZIkb_bS8dehKowTxBAWu2rxdg/edit?usp=sharing&ouid=112077212175701214188&rtpof=true&sd=true,null,https://druo.kyivcity.gov.ua/dovidnik-zakladiv/zdo/zaklad-550,null,Собченко Людмила Євгенівна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,просп. Петра Григоренка,20-Б,null,02068,Директор,550dnz@gmail.com,+380442904520,Пн-Пт з 08:00-17:00,"Перерва на обід: Пн, Вт, Ср, Пт з 12:00-12:45; Чт з 13:00-13:45"
39143296,Гімназія «Київська Русь» Дарницького району м. Києва,Заклад загальної середньої освіти надає послуги з базової та повної загальної середньої освіти,https://www.kyivskarus.kyiv.ua/statut/,https://www.kyivskarus.kyiv.ua/,https://www.facebook.com/groups/KievskayaRus/?locale=uk_UA,null,Бакун Анастасія Валеріївна,Директор,37448113,Управління освіти Дарницької районної в місті Києві державної адміністрації,UA80000000000093317,Україна,місто Київ,null,null,Київ,вул. Бориса Гмирі,2-В,null,02140,Приймальна,k_r_2013@ukr.net,+380442932214,Пн-Пт з 08:00-18:00,null
