entityId,entityName,addressIdentifier,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressThoroughfare,addressLocatorDesignator,addressLocatorDesignator2,addressLocatorBuilding,headFamilyName,headName,headAdditionalName,contactPointEmail,lat,lon,foundationDate
25778321,ОСББ «Печерськ-17»,Некомунальна,UA80000000000624772,01015,Україна,місто Київ,null,null,Київ,Печерський район,вул. Лаврська,7,null,null,Калашников,Володимир,Ілліч,null,50.4361860,30.5538460,1999-12-10
34730706,ОСББ «Лавра 28»,Некомунальна,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський район,вул. Лаврська,10,null,null,Сова,Костянтин,Володимирович,null,50.4359450,30.5532080,2006-11-17
23377629,ЖБК «Плановик»,Некомунальна,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський район,вул. Лаврська,4-В,null,null,Сичевський,Валентин,Степанович,null,50.4375670,30.5501720,2006-04-20
23377629,ЖБК «Плановик»,Некомунальна,UA80000000000624772,01010,Україна,місто Київ,null,null,Київ,Печерський район,вул. Лаврська,4-Б,null,null,Сичевський,Валентин,Степанович,null,50.4379880,30.5500350,2006-04-20
34288909,ОСББ «Дипломат Хол»,Некомунальна,UA80000000000126643,01033,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Жилянська,59,null,null,Грицута,Галина,Олександрівна,null,50.4382230,30.4998450,2006-05-22
34530147,ОСББ «Промінь 2006»,Некомунальна,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський район,вул. Первомайського Леоніда,5-А,null,null,Ховрич,Ірина,Юріївна,null,50.4353890,30.5334440,2006-08-09
42721256,ОСББ «Тетріс Холл»,Некомунальна,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський район,вул. Ділова,1/2,null,null,Сокіран,Максим,Вікторович,null,50.4296470,30.5207130,2018-12-26
40674105,ОСББ «Редутна 67»,Некомунальна,UA80000000000624772,01015,Україна,місто Київ,null,null,Київ,Печерський район,вул. Редутна,67,null,null,Остафійчук,Юрій,Ігорович,null,50.4271570,30.5594450,2016-07-20
41839086,ОСББ «Печерська мрія»,Некомунальна,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський район,вул. Євгена Коновальця,32-Г,null,null,Набойченко,Роман,Володимирович,null,50.4256100,30.5310780,2017-12-28
41839086,ОСББ «Печерська мрія»,Некомунальна,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський район,вул. Євгена Коновальця,32-В,null,null,Набойченко,Роман,Володимирович,null,50.4252580,30.5315970,2017-12-28
39950909,ОСББ «Скайлайн»,Некомунальна,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський район,вул. Євгена Коновальця,26-А,null,null,Трофименко,Іван,Вікторович,null,50.4271630,30.5306930,2015-08-14
40501805,ОСББ «Печерські пагорби»,Некомунальна,UA80000000000624772,01133,Україна,місто Київ,null,null,Київ,Печерський район,вул. Євгена Коновальця,36-В,null,null,Дубенська,Ольга,Володимирівна,null,50.4249580,30.5328270,2016-05-23
43628664,ОСББ «ЖК «Французький квартал-4»,Некомунальна,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський район,вул. Василя Тютюнника,53,null,null,Найда,Сергій,Васильович,null,50.4168470,30.5288620,2020-05-21
43812910,ОСББ «Філатова 2/1»,Некомунальна,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський район,вул. Філатова Академіка,2/1,null,null,Войтенков,Олександр,Юрійович,null,50.4181490,30.5295820,2020-09-11
44133655,ОСББ «Французький квартал-5»,Некомунальна,UA80000000000624772,03150,Україна,місто Київ,null,null,Київ,Печерський район,вул. Василя Тютюнника,51/1-А,null,null,Долуда,Ігор,Іванович,null,50.4180120,30.5280910,2020-12-25
43804558,ОСББ «Саперне поле 3»,Некомунальна,UA80000000000624772,01042,Україна,місто Київ,null,null,Київ,Печерський район,вул. Саперне Поле,3,null,null,Стоянова,Оксана,Олександрівна,null,50.4193750,30.5306860,2020-09-08
43764374,ОСББ «Печерськ Резиденс»,Некомунальна,UA80000000000624772,01103,Україна,місто Київ,null,null,Київ,Печерський район,вул. Підвисоцького Професора,6-В,null,null,Баглай,Ігор,Михайлович,null,50.4152290,30.5442880,2020-08-21
42565939,ОСББ «КБ 2»,Некомунальна,UA80000000000624772,01103,Україна,місто Київ,null,null,Київ,Печерський район,вул. Кахи Бендукідзе,2,null,null,Гончарова,Олена,Олександрівна,null,50.4110390,30.5430250,2018-10-22
43720173,ОСББ «Новопечерський двір»,Некомунальна,UA80000000000624772,01103,Україна,місто Київ,null,null,Київ,Печерський район,вул. Андрія Верхогляда,2-А,null,null,Прибитько,Володимир,Григорович,null,50.4136210,30.5443860,2020-07-21
40509191,ОСББ «Звіринецькі вежі»,Некомунальна,UA80000000000624772,01103,Україна,місто Київ,null,null,Київ,Печерський район,вул. Звіринецька,59,null,null,Купач,Олена,Миколаївна,null,50.4077600,30.5552270,2016-05-25
41451441,ОСББ «ШЕРВУД»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Авіконструктора Антонова,2-Б,null,null,Чиркін,Дмитро,Олександрович,director@shervood.metrovka.ua,50.4302880,30.4635160,null
43967714,ОСББ «ЖК ОЛЕКСАНДРІЯ»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Патріарха Мстислава Скрипника,48-А,null,null,Волков,Антон,Ігорович,oleksandriya48@gmail.com,50.4339240,30.4786430,null
42179420,ОСББ «БОГДАНІВСЬКА 7 Б»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Богданівська,7-Б,null,null,Дємєнєв,Сергій,Володимирович,osbb7b@gmail.com,50.4355870,30.4795410,null
43687887,ОСББ «О40»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Патріарха Мстислава Скрипника,40,null,null,Векла,Віктор,Іванович,null,50.4341150,30.4808270,null
46132585,ОСББ»ЛИПКІВСЬКОГО 18»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Митрополита Василя Липківського,18,null,null,Кебкал,Олег,Володимирович,lypkivskoho18@gmail.com,50.4339660,30.4839580,null
22906095,ЖБК «Концертний»,Некомунальна,UA80000000000980793,03035,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Патріарха Мстислава Скрипника,9,null,null,Кудас,Неля,Мечеславівна,null,50.4356960,30.4861970,1974-07-22
42967053,ОСББ «КВАРТЕТ. 16-В»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Митрополита Василя Липківського,16-В,null,null,Трегуб,Гаяне,Гагіківна,osbbkvartet@gmail.com,50.4356300,30.4872620,null
42557488,ОСББ «КВАРТЕТ. 16-Б»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Митрополита Василя Липківського,16-Б,null,null,Гуцал,Андрій,Олександрович,osbb.kvartet16b@gmail.com,50.4352340,30.4865200,null
42685323,ОСББ «КВАРТЕТ 16А»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Митрополита Василя Липківського,16-А,null,null,Камишов,Вячеслав,Іванович,osbbkvartet@gmail.com,50.4348570,30.4858440,null
35296575,ОСББ «КУДРЯШОВА. 16»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Мокра,16,null,null,Феделеш,Еміль,Михайлович,null,50.4307640,30.4861310,null
45704851,ОСББ»ПОРИ РОКУ «МОКРА 20»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Мокра,20,null,null,Чамата,Ліна,Глібівна,null,50.4300550,30.4871540,null
45133855,ОСББ «Смарагдовий»,Некомунальна,UA80000000000980793,03035,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Генерала Шаповала,2-А,null,null,Корольова,Наталя,Миколаївна,osbbemerald@gmail.com,50.4306250,30.4831830,2023-05-17
45625314,ОСББ»ПОРИ РОКУ 18»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Мокра,18,null,null,Брильов,Сергій,Робертович,null,50.4305430,30.4872550,null
45133855,ОСББ «Смарагдовий»,Некомунальна,UA80000000000980793,03035,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Генерала Шаповала,2,null,null,Корольова,Наталя,Миколаївна,osbbemerald@gmail.com,50.4302230,30.4841050,2023-05-17
32977400,ОСББ «ВОЛИНЬ»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Волинська,10,null,null,Бондаренко,Ірина,Іванівна,osbb-volun.10@ukr.net,50.4301790,30.4497340,null
43469398,ОСББ «ВОЛИНСЬКА 9-А»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Волинська,9-А,null,null,Полянська,Ніна,Олександрівна,Volunska_9-a@ukr.net,50.4297650,30.4513610,null
38419371,ОСББ «СОЛОМ'ЯНСЬКА 15-А»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Солом'янська,15-А,null,null,Груцинова,Ірина,Олексіївна,osbb15a@gmail.com,50.4246150,30.4787310,null
40697122,ОСББ «ДОКУЧАЄВСЬКИЙ 8»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,пров. Докучаєвський,8,null,null,Чижевський,Віктор,Юрійович,null,50.4275730,30.4999600,null
43670606,ОСББ «ВАСИЛЬЧЕНКО»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Васильченка,3,null,null,Сніцарук,Ольга,Семенівна,osbb.vasilchenko@gmail.com,50.4252640,30.4465710,null
41390625,ОСББ «СОЛОМ'ЯНСЬКА. 20-А»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул.Солом'янська,20-А,null,null,Ганічева,Людмила,Іванівна,20aosbb@ukr.net,50.4225440,30.4790230,null
22906853,ОК «Світоч»,Некомунальна,UA80000000000980793,03110,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Солом'Янська,41,null,2,Баканичева,Наталія,Іванівна,null,50.4217560,30.4917830,1973-12-24
40436574,ОСББ «ФЕДОРА ЕРНСТА 12»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Федора Ернста,12,null,null,Щербань,Вадим,Васильович,null,50.4162980,30.4617180,null
43633297,ОСББ «ФЕДОРА ЕРНСТА 6»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Федора Ернста,6,null,null,Ладжун,Вікторія,Володимирівна,osbbfe6@outlook.com,50.4163400,30.4601440,null
43939247,ОСББ «КАДЕТСЬКИЙ ГАЙ 3»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Кадетський Гай,3,null,null,Тараненко,Ярослав,Олександрович,info@kg3.org.ua,50.4140180,30.4650000,null
33343125,ОСББ «ІНКОМСЕРВІС»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Святослава Хороброго,7,null,null,Співак,Віктор,Миколайович,null,50.4193230,30.4571070,null
40548005,ОСББ «ЕРНСТА-8»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Федора Ернста,8,null,null,Щербань,Вадим,Васильович,null,50.4168390,30.4606010,null
42894724,ОСББ «ЛОБАНОВСЬКОГО 4-Б»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,4-Б,null,null,Скрипник,Роман,Олександрович,null,50.4228230,30.4631040,null
43043173,ОСББ «ЛОБАНОВСЬКОГО 6-Д»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,6-Д,null,null,Корнєв,Анатолій,Іванович,null,50.4211970,30.4658430,null
43030866,ОСББ «ЛОБАНОВСЬКОГО 6-В»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,6-В,null,null,Русіна,Влада,Сергіївна,null,50.4213060,30.4645800,null
43030583,ОСББ «Лобановського 6-Г»,Некомунальна,UA80000000000980793,03037,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,6-Г,null,null,Терещенко,Анна,Анатоліївна,null,50.4207930,30.4652490,2019-05-31
43021170,ОСББ «Олександрівська слобідка»,Некомунальна,UA80000000000980793,03037,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,4-Ж,null,null,Терещенко,Анна,Анатоліївна,null,50.4211460,30.4632520,2019-05-27
38855422,ОСББ «ІМЕНІ ОЛЕГА ЛЄБЄДЄВА»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,4-В,null,null,Купчак,Віталій,Степанович,null,50.4223330,30.4625910,null
38855291,ОСББ «ЧЕРВОНОЗОРЯНИЙ. 4-Г»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,4-Г,null,null,Очеретяний,Олександр,Васильович,null,50.4218470,30.4621140,null
44754042,ОСББ «ЛОБАНОВСЬКОГО 6-А»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Лобановського Валерія,6-А,null,null,Іващенко,Владислав,Анатолійович,null,50.4225530,30.4653930,null
38448465,ОСББ «ОСЕЛЯ НА СОЛОМ'ЯНЦІ»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Максима Кривоноса,17,null,null,Богайчук,Руслан,Валерійович,null,50.4246500,30.4713830,null
40383952,ОСББ «ПРЕОБРАЖЕНСЬКА 8-Б»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Преображенська,8-Б,null,null,Маринич,Ігор,Миколайович,null,50.4242880,30.4725440,null
22908869,ЖБК «Колос-2»,Некомунальна,UA80000000000980793,03110,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Златопільська,4-К,null,null,Хрипко,Лариса,Петрівна,null,50.4202200,30.4753030,1973-05-14
40586449,ОСББ «Лобановського 130»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Лобановського Валерія,130,null,null,Орловська,Лілія,Михайлівна,null,50.4067800,30.5032850,2016-06-22
40586564,ОСББ «ЖК «Ново-Деміївський»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Лобановського Валерія,150-В,null,null,Кійко,Людмила,Миколаївна,null,50.4070630,30.5093160,2016-06-22
40586564,ОСББ «ЖК «Ново-Деміївський»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Лобановського Валерія,150-Д,null,null,Кійко,Людмила,Миколаївна,null,50.4066830,30.5100200,2016-06-22
40586564,ОСББ «ЖК «Ново-Деміївський»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Лобановського Валерія,150,null,null,Кійко,Людмила,Миколаївна,null,50.4068240,30.5085190,2016-06-22
40586564,ОСББ «ЖК «Ново-Деміївський»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Лобановського Валерія,150-Г,null,null,Кійко,Людмила,Миколаївна,null,50.4069090,30.5097150,2016-06-22
40586564,ОСББ «ЖК «Ново-Деміївський»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Лобановського Валерія,150-А,null,null,Кійко,Людмила,Миколаївна,null,50.4070780,30.5085530,2016-06-22
40671193,ОСББ «Деміївська слобода»,Некомунальна,UA80000000000126643,03039,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Деміївська,13,null,null,Русіна,Влада,Сергіївна,null,50.4038940,30.5137470,2016-07-19
41741753,ОСББ «Комфорт Клуб Б»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Батумська,9-Б,null,null,Іващенко,Лєна,Олексіївна,null,50.4050270,30.5023010,2017-11-16
41741706,ОСББ «Комфорт Клуб А»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Батумська,9-А,null,null,Круглов,Микола,Миколайович,null,50.4049850,30.5019760,2017-11-16
43046970,ОСББ «Деміївська 14»,Некомунальна,UA80000000000126643,03039,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Деміївська,14,null,null,Чоловський,Дмитро,Сергійович,null,50.4041230,30.5121570,2019-06-07
42748241,ОСББ «Феодосійська 1»,Некомунальна,UA80000000000126643,03028,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Феодосійська,1,null,null,Коваленко,Людмила,Степанівна,null,50.4020000,30.5320820,2019-01-11
43675211,ОСББ «Феодосійська 1А»,Некомунальна,UA80000000000126643,03028,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Феодосійська,1-А,null,null,Дмитрук,Олександр,Вікторович,null,50.4020830,30.5327420,2020-06-23
40618758,ОСББ «Майкопська-1А»,Некомунальна,UA80000000000126643,03118,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Майкопська,1-А,null,null,Стеблівець,Ольга,Юріївна,null,50.4037910,30.5013530,2016-07-01
43875959,ОСББ «Федосійська 2Л»,Некомунальна,UA80000000000126643,03028,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Феодосійська,2-Л,null,null,Славгородська,Наталія,Леонідівна,null,50.4012640,30.5318440,2020-10-20
40634460,ОСББ «Саперна Слобідка»,Некомунальна,UA80000000000126643,03028,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Саперно-Слобідська,24,null,null,Радченко,Олена,Вікторівна,null,50.4021180,30.5378940,2016-07-06
42852396,ОСББ «Глорія Парк»,Некомунальна,UA80000000001078669,03062,Україна,місто Київ,null,null,Київ,Шевченківський район,вул. Нивська,2-Л,null,null,Михайлюк,Олександр,Євгенійович,null,50.4592630,30.3998350,2019-02-28
42852396,ОСББ «Глорія Парк»,Некомунальна,UA80000000001078669,03062,Україна,місто Київ,null,null,Київ,Шевченківський район,вул. Нивська,4-Г,null,null,Михайлюк,Олександр,Євгенійович,null,50.4593370,30.4003230,2019-02-28
35725519,ОСББ «Ломоносова №58»,Некомунальна,UA80000000000126643,03189,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Юлії Здановської,58,null,null,Бабіч,Олена,Євгенівна,null,50.3838390,30.4607810,2008-02-18
35726088,ОСББ «Ломоносова №60-А»,Некомунальна,UA80000000000126643,03189,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Юлії Здановської,60-А,null,null,Бабіч,Олена,Євгенівна,null,50.3841360,30.4588540,2008-02-18
35726114,ОСББ «Ломоносова №58-А»,Некомунальна,UA80000000000126643,03189,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Юлії Здановської,58-А,null,null,Бабіч,Олена,Євгенівна,null,50.3847060,30.4598570,2008-02-18
40153767,ОСББ «4 сезони»,Некомунальна,UA80000000000126643,03022,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Максимовича Михайла,3-Г,null,null,Олійник,Валентина,Василівна,null,50.3919610,30.4797820,2015-12-02
41345656,ОСББ «Ломоносова54»,Некомунальна,UA80000000000126643,03189,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Юлії Здановської,54,null,null,Закалата,Олександр,Сергійович,null,50.3845930,30.4626420,2017-05-19
35726051,ОСББ «Ломоносова №60/5»,Некомунальна,UA80000000000126643,03189,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Юлії Здановської,60/5,null,null,Бабіч,Олена,Євгенівна,null,50.3833410,30.4592900,2008-02-18
41355109,ОСББ «Задорожний 6А»,Некомунальна,UA80000000000126643,03040,Україна,місто Київ,null,null,Київ,Голосіївський район,пров. Задорожний,6А,null,null,Кацура,Олександр,В'ячеславович,null,50.3953550,30.5057520,2017-05-25
43835738,ОСББ «Смолич 2»,Некомунальна,UA80000000000126643,03193,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Докії Гуменної,2,null,null,Виноградов,Вячеслав,Борисович,null,50.3841610,30.4526650,2020-09-24
40664448,ОСББ «Ломоносова 83А»,Некомунальна,UA80000000000126643,03189,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Юлії Здановської,83-А,null,null,Василевський,Вячеслав,Михайлович,null,50.3833490,30.4638570,2016-07-18
41843789,ОСББ «Глушкова 9-Д»,Некомунальна,UA80000000000126643,03188,Україна,місто Київ,null,null,Київ,Голосіївський район,просп. Глушкова Академіка,9-Д,null,null,Гладкий,Володимир,Миколайович,null,50.3699060,30.4655200,2017-12-29
44445247,ОСББ «ЖК Казка-6»,Некомунальна,UA80000000000126643,03143,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Лебедєва Академіка,1,null,6,Гаджилова,Ганна,Олександрівна,null,50.3522860,30.4872350,2022-01-13
44440249,ОСББ «ЖК Казка-2»,Некомунальна,UA80000000000126643,03143,Україна,місто Київ,null,null,Київ,Голосіївський район,вул. Лебедєва Академіка,1,null,2,Гуляєв,Євген,Юрійович,null,50.3521920,30.4890710,2021-11-03
43097908,ОСББ «Клавдіївська 40Д»,Некомунальна,UA80000000000875983,03164,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Клавдіївська,40-Д,null,null,Балко,Олексій,Іванович,null,50.4777510,30.3382350,2019-07-08
40956961,ОСББ «Клавдіївська 40-А»,Некомунальна,UA80000000000875983,03164,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Клавдіївська,40-А,null,null,Грушевська,Ганна,Андріївна,null,50.4784450,30.3401800,2016-11-11
43290740,ОСББ «Олевська 3»,Некомунальна,UA80000000000875983,03164,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Олевська,3,null,Б,Ткачова,Тетяна,Олексіївна,null,50.4795520,30.3419890,2019-10-16
43290740,ОСББ «Олевська 3»,Некомунальна,UA80000000000875983,03164,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Олевська,3,null,Г,Ткачова,Тетяна,Олексіївна,null,50.4790330,30.3409690,2019-10-16
31167774,ОСББ «Весна»,Некомунальна,UA80000000000875983,03164,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Рахманінова,30/13,null,null,Галюк,Жанна,Іванівна,null,50.4771890,30.3449380,2000-09-18
22871451,ОЖБК «Політехнік»,Некомунальна,UA80000000001078669,04111,Україна,місто Київ,null,null,Київ,Шевченківський район,вул. Салютна,27,null,null,Харченко,Валерій,Генадійович,null,50.4725280,30.4130680,1997-12-29
41066141,ОСББ «Голденпарк»,Некомунальна,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський район,вул. Парково-Сирецька,4-В,null,null,Константінов,Андрій,Олександрович,null,50.4641880,30.4384270,2017-01-04
23494909,ЖБК «Дніпровець»,Некомунальна,UA80000000001078669,03190,Україна,місто Київ,null,null,Київ,Шевченківський район,бульв. Павла Вірського,6/42,null,null,Полісмак,Людмила,Василівна,null,50.4671410,30.4155140,1998-04-03
37227414,ОСББ «Ірпінська 69Б»,Некомунальна,UA80000000000875983,03179,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Ірпінська,69-Б,null,null,Шерстобитов,Сергій,Миколайович,null,50.4585550,30.3525400,2010-08-19
26267143,ОСББ «Дім-Ранок»,Некомунальна,UA80000000000875983,03142,Україна,місто Київ,null,null,Київ,Святошинський район,бульв. Вернадського Академіка,57,null,null,Карплюк,Вячеслав,Володимирович,null,50.4633080,30.3708310,2002-09-26
40617995,ОСББ «Палладіна 22»,Некомунальна,UA80000000000875983,03142,Україна,місто Київ,null,null,Київ,Святошинський район,просп. Палладіна Академіка,22,null,null,Макушенко,Ігор,Анатолійович,null,50.4617660,30.3574070,2016-07-01
40643920,ОСББ «Верховинна 41»,Некомунальна,UA80000000000875983,03115,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Верховинна,41,null,null,Мінзак,Олександр,Павлович,null,50.4522570,30.3697260,2016-07-08
40566417,ОСББ «Петрицького 21»,Некомунальна,UA80000000000875983,03115,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Петрицького Анатолія,21,null,null,Роман,Наталя,Володимирівна,null,50.4454230,30.3807760,2016-06-14
43664697,ОСББ «Л-КВАРТАЛ ВАЦЛАВА ГАВЕЛА»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,бульв. Вацлава Гавела,6/7А,null,null,Колеснікова,Людмила,Петрівна,null,50.4472540,30.4210610,null
43881412,ОСББ «ГАРМАТНА 31А»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Гарматна,31-А,null,null,Мельник,Юрій,Олександрович,garmatna31a.kyiv@gmail.com,50.4469750,30.4343870,null
36538635,ОСББ «Трамп»,Некомунальна,UA80000000000875983,03180,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Українського Відродження,3-Г,null,null,Нещадімов,Андрій,Миколайович,null,50.4435840,30.2813510,2009-06-05
44581533,ОСББ «Хмаринка»,Некомунальна,UA80000000000875983,03170,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Драй-Хмари Михайла,44,null,null,Крохмальова,Тетяна,Миколаївна,null,50.4374430,30.3683970,2021-09-27
38393102,ОСББ «МІЙ ЗАТИШОК»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Борщагівська,206,null,null,Миколаєнко,Юрій,Миколайович,osbbb206@i.ua,50.4425130,30.4350770,null
41332923,ОСББ «Авіатор Комарова»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,просп. Любомира Гузара,26,null,null,Івахно,Марина,Володимирівна,null,50.4394750,30.4220160,null
45371412,ОСББ «ЖК КОЗАЦЬКИЙ 2»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Гарматна,38-Б,null,null,Агарков,Вадим,Вадимович,osbb.38b@gmail.com,50.4427210,30.4278460,null
43104424,ОСББ «ЖК ЖЕНЕВА»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,бульв. Вацлава Гавела,9-А,null,null,Аббясов,Костянтин,Юрійович,osbb.geneva@gmail.com,50.4460090,30.4255960,null
42562311,ОСББ «ЖК Козацький»,Некомунальна,UA80000000000980793,03067,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Гарматна,38-А,null,null,Ясинський,Олексій,Іванович,h38a. osbb@gmail.com,50.4428670,30.4302230,2018-10-19
23696719,ОСББ «Автотранспортник-2»,Некомунальна,UA80000000000875983,03170,Україна,місто Київ,null,null,Київ,Святошинський район,вул. Зодчих,60/1,null,null,Рудницький,Василь,Васильович,null,50.4313300,30.3642060,1970-10-14
33145375,ОСББ «ЗАМОК ЛЕВА»,Некомунальна,UA80000000000980793,null,Україна,місто Київ,null,null,Київ,Солом'янський район,вул. Тетянинська,9,null,null,Сахарова,Аделіна,Володимирівна,zl_osbb@ukr.net,50.4410270,30.4373510,null
